ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AASB-ME,7630,Financial Services,29,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Ãsen,47 74 08 63 00,Norway,[],http://aasen-sparebank.no,1,Stasjonsvegen 1,47 74 08 63 01,Banks—Regional,117,119,118.48905,0.06837607,0.67620003,,119,,0,,117,113.117645,8,119,,0,,,,8,1583798400,0.40223,,,117,2,NOK,2.8305995,60,,,,118627472,,,36,1.0807798,117,117,,,60,153,,,,105,114,False,0.070199996,,119,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,6.419,,0.38182,,-0.025641024,,,,1013910,,,501.01,,,,1577750400,0,41909000,41.334,,0.18023336,0.23352827,0,1640908800,1593475200,,,553343,704501056,,,,,,0.343,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,,,,,,
FIVEPG,1123,Communication Services,16,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,,Denmark,[],http://www.5thplanetgames.com,1,Gothersgade 11,,Electronic Gaming & Multimedia,1.76,1.775,1.3452659,,0,,1.815,,6016870,,1.76,1.7654412,,1.775,,6016870,,,,,,2.714866,,,1.735,4,NOK,,306017,,,,186056496,,,4258583,,1.735,1.76,,0,306017,3.8,,,,0.25,1.74,False,,0,1.815,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0,,1.2493572,,,,106318000,,,0.174,,,,1577750400,0,,-0.118,,0.18023336,10.057471,0.50402,1640908800,1577750400,,,46798691,94038016,,1511913600,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,,,,,,
ASC,0250,Financial Services,275,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1,Munkedamsveien 45 East,,Capital Markets,4.53,4.57,3.8539052,0.04856512,0.8062,,4.58,,128724,,4.53,4.4227943,0.22,4.57,,128724,,,,0.22,1588118400,0.958768,,,4.56,4,NOK,9.978213,22451,,,,2019683840,,,405275,1.4290047,4.56,4.59,,185000,22451,4.625,10.651162,,10.54,2.69,4.58,False,0.0481,340000,4.58,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASC.OL,finmb_2972520,no_market,,1.098,,0.17288,,0.42812502,,0.43,,440979008,,,1.493,,,,1577750400,0.19143,244343008,0.459,,0.18023336,3.067649,0.18238,1640908800,1593475200,,,342568196,1551594240,,,,,,0.229,,,,,,,,https://logo.clearbit.com/abgsc.com,7th floor,,,,,
AKA,1366,Energy,2112,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,47 21 52 58 00,Norway,[],http://akastor.com,1,Building B,,Oil & Gas Equipment & Services,7.24,7.3,5.3892703,,0,,7.46,,230399,,7.24,5.7535295,,7.3,,230399,,,,,1397174400,1.36353,,,7.3,2,NOK,,93740,,,,2007197696,,,490402,0.3544407,7.3,7.39,,52200,93740,12.4,18.474998,,,3.52,7.35,False,,227000,7.46,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKA.OL,finmb_874402,no_market,,0.751,,-0.0498,13.676,-0.4034927,,0.4,,271609984,,,14.855,,,,1577750400,0.25563,-152000000,-0.981,,0.18023336,0.4974756,0.51141,1640908800,1593475200,,,159931143,4253142784,,1175212800,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,OksenÃ¸yveien 10 Lysaker,,,,,
2020,HM11,Industrials,4,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,441 542 9329,Bermuda,[],http://www.2020bulkers.com,1,S.E. Pearman Building,,Marine Shipping,59.2,59.8,53.947445,0.0027871623,0.8163,,59.8,,16485,,59.2,56.464706,0.165,59.8,,16485,,,,1.06,1597622400,1.121996,,,59.8,2,NOK,287.5,1282,,,,1325819776,,,28635,47.86353,59.8,60,,,1282,93.8,,,,39,59.8,False,0.0177,,59.8,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,2020.OL,finmb_544117951,no_market,,56.47,,0.16968,,-0.22337663,,,,22170900,,,6.22,,,,1577750400,0.19871001,4700000,0.208,,0.18023336,9.614148,0.57717997,1640908800,1593475200,,,6990487,1564220160,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,2nd Floor 9 Par-la-Ville Road,,,,,
AKVA,4353,Industrials,1431,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,47 51 77 85 00,Norway,[],http://www.akvagroup.com,1,Plogfabrikkvegen 11,,Farm & Heavy Construction Machinery,64.4,64.4,60.01022,0.01552795,15.3846,,64.4,,3278,,64.4,62.97059,1,64.4,,3278,,,,2,1582502400,0.655052,,,64.4,2,NOK,523.5772,130,,,,2135272192,,,5322,0.702233,64.4,64.8,,49600,130,79.6,11.239093,,,41.3,63.8,False,0.0309,34200,64.4,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKVA.OL,finmb_162314,no_market,,1.059,,0.0013400001,28.371,-0.18891686,,5.73,,33156400,,,31.016,,,,1577750400,0.13203,4087000,0.123,,0.18023336,2.0763476,0.7511,1640908800,1593475200,,,8066625,3219026432,,,,,,-0.095,,,,,,,,https://logo.clearbit.com/akvagroup.com,,,,,,
ADE,0159,Communication Services,3564,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,47 23 10 66 00,Norway,[],http://www.adevinta.com,1,Grensen 5,,Internet Content & Information,160,164.4,107.5011,,0,,164.4,,574162,,160,137.73088,,164.4,,574162,,,,,,,,,161.1,2,NOK,,45847,,,,110741864448,,,460577,,161.1,161.7,,,45847,168.2,,,,66.7,161.6,False,,,164.4,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.5065789,,,,684860032,,,,,,,1577750400,0.20231001,,,,0.18023336,,0.66005,1640908800,1593475200,,,227972750,104996503552,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,,,,,,
AEGA,274,Utilities,2,"Aega ASA, a solar utility company, acquires, invests in, and operates solar power plants. The company was formerly known as Nordic Financials ASA and changed its name to Aega ASA in January 2016. Aega ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.aega.no,1,Thunes vei 2,,Utilities—Renewable,1.28,1.28,1.2377372,0.0031250003,,,1.28,,71992,,1.28,1.262647,0.004,1.28,,71992,,,,0.04,1591142400,-0.700348,,,1.25,4,NOK,,1254,,,,60063500,,,54690,,1.25,1.28,,394100,1254,1.85,,,,1.05,1.26,False,0.031,60000,1.28,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0,,-0.10071939,,,,48050800,,,0.165,,,,1577750400,0,,-0.058,,0.18023336,7.5757575,0.46798,1640908800,1585612800,,,24350240,61505068,,,,,,,,,,,,,,https://logo.clearbit.com/aega.no,,,,,,
AFG,0663,Industrials,5524,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1,Innspurten 15,,Engineering & Construction,173.2,173,167.4489,0.034642033,1.0266,,173.2,,10904,,173.2,177.8,6,173,,10904,,,,12,1589760000,0.439024,,,172,2,NOK,23.590729,4897,,,,18061547520,,,17330,0.7323338,172,171.8,,178000,4897,185,20.500595,,5.43,124.5,171,False,0.068,52100,173.2,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFG.OL,finmb_6174594,no_market,,0.807,,0.030369999,16.256,0.020809293,,8.39,,105009000,,,20.408,,,,1577750400,0.14407,749000000,7.291,,0.18023336,8.428067,0.60915,1640908800,1593475200,,,41049068,19897589760,,1263772800,5:1,,,-0.36,,,,,,,,https://logo.clearbit.com/afgruppen.com,,,,,,
ARCHER,HM 08,Energy,4703,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1,Par la Ville Place,,Oil & Gas Drilling,2.48,2.5,2.1915913,,0,,2.51,,320880,,2.48,2.2561765,,2.5,,320880,,,,,,2.885598,,,2.5,4,NOK,,20200,,,,370124992,,,467142,0.47439757,2.5,2.495,,100400,20200,4.65,41.666668,,,1.1,2.42,False,,503000,2.51,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.186,,-0.06473,10.669,-0.40470588,,0.06,,148050000,,,0.682,,,,1577750400,0.12627,-50500000,-0.341,,0.18023336,3.6656892,0.41856998,1640908800,1593475200,,,105861885,924964736,,1443398400,1:10,,,-0.7,,,,,,,,https://logo.clearbit.com/archerwell.com,4th Floor 14 Par-la-Ville Road,,,,,
