ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
FIVEPG,1123,Communication Services,16,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,Denmark,[],http://www.5thplanetgames.com,1,Gothersgade 11,Electronic Gaming & Multimedia,1.43,1.445,1.4913268,,0,,1.445,,2286343,,1.43,1.76375,,1.445,,2286343,,,,,,2.759638,,,1.385,4,NOK,815002,,,,150971552,,,3186080,,1.385,1.42,,0,815002,3.8,,,,0.25,1.405,False,,0,1.445,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0,,1.2413793,,,,106318000,,,0.174,,,,1577750400,0,,-0.118,,0.12594831,8.160919,0.50402,1640908800,1577750400,,,46798691,86514976,,1511913600,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,,,,,,,,,
2020,HM11,Industrials,4,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.2020bulkers.com,1,S.E. Pearman Building,Marine Shipping,57.2,58,52.55971,0.0028846154,0.8163,,59.8,,9757,,57.2,58.127777,0.165,58,,9757,,,,3.25,1599782400,1.095959,,,57.2,2,NOK,2482,,,,1303648896,,,22266,47.063137,57.2,58.8,,,2482,93.8,,,,39,57.4,False,0.056199998,,59.8,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,2020.OL,finmb_544117951,no_market,,55.029,,0.16968,,-0.30666667,,,,22170900,,,6.22,,,,1577750400,0.19871001,4700000,0.208,,0.12594831,9.453377,0.57717997,1640908800,1593475200,,,6990487,1524312576,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,441 542 9329,2nd Floor 9 Par-la-Ville Road,282.6923,,,,,,
ADE,0159,Communication Services,3564,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,Norway,[],http://www.adevinta.com,1,Grensen 5,Internet Content & Information,160.8,161.4,113.59532,,0,,163.2,,558249,,160.8,156.80556,,161.4,,558249,,,,,,,,,157.1,2,NOK,235720,,,,110536400896,,,738066,,157.1,161.4,,,235720,169.5,,,,66.7,161.2,False,,,163.2,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.5227274,,,,684860032,,,,,,,1577750400,0.20231001,,,,0.12594831,,0.66005,1640908800,1593475200,,,227972750,99953000448,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,47 23 10 66 00,,,,,,,,
AKBM-ME,1327,Healthcare,,"Aker BioMarine AS, a biotechnology company, develops krill-derived ingredients and products for nutraceutical, aquaculture, and animal feed applications. The company provides krill oil products, including omega-3s, phospholipids, choline, and astaxanthin for the human market under the Superba brand. It also offers Qrill aqua product for aquaculture; and QRILL pet, a functional ingredient for pet food. The company is headquartered in Lysaker, Norway. Aker BioMarine ASA is a subsidiary of Aker ASA.",Lysaker,Norway,[],http://www.akerbiomarine.com,1,OksenOeyveien 10,Drug Manufacturers—Specialty & Generic,96.79,96.9,95.31173,,,,98,,99418,,96.79,93.2675,,96.9,,99418,,,,,,,,,96.4,2,NOK,29004,,,,,,,129120,,96.4,97.5,,,29004,114,,,,87,97.3,False,,,98,OSL,AKER BIOMARINE AS,Aker BioMarine AS,Europe/Oslo,CEST,False,7200000,EQUITY,AKBM-ME.OL,finmb_884321,no_market,,46.324,,-0.00658,217.82,-0.075549126,,,,,,,2.051,,,,1546214400,,-1022000,-0.015,,0.12594831,47.537785,,1609372800,1593475200,,,14751544,7195696128,,,,,,,,,,,,,,https://logo.clearbit.com/akerbiomarine.com,47 24 13 00 00,PO Box 496,,,,,,,
AEGA,274,Utilities,2,"Aega ASA, a solar utility company, acquires, invests in, and operates solar power plants. The company was formerly known as Nordic Financials ASA and changed its name to Aega ASA in January 2016. Aega ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.aega.no,1,Thunes vei 2,Utilities—Renewable,1.26,1.26,1.222518,0.0031746035,,,1.26,,96045,,1.26,1.2636111,0.004,1.26,,96045,,,,0.04,1591142400,-0.593975,,,1.18,4,NOK,28806,,,,58610376,,,66156,,1.18,1.25,,394100,28806,1.85,,,,1.05,1.22,False,0.0317,60000,1.26,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0,,0.02439022,,,,48050800,,,0.165,,,,1577750400,0,,-0.058,,0.12594831,7.5757575,0.46798,1640908800,1593475200,,,24350240,59102524,,,,,,,,,,,,,,https://logo.clearbit.com/aega.no,,,,,,,,,
ADSC-ME,4532,Industrials,,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,Cyprus,[],http://www.adscrude.com,1,OSM House,Marine Shipping,16.3,16.35,20.573381,,0.56060004,,16.35,,259470,,16.3,17.133333,,16.35,,259470,,,,5.44,1598918400,,,,15.9,2,NOK,74604,,,,374244800,,,86732,,15.9,16,,,74604,33.4,,,,13.1,15.95,False,0.32869998,,16.35,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0,,-0.20873791,,,,23390300,,,,,,,,0.09734,,,,0.12594831,,0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,357 2 5335501,22 Amathountos Agios Tychonas,,,,,,,
AKER,1366,Energy,21865,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,Norway,[],http://www.akerasa.com,1,OksenOeyveien 10,Oil & Gas Equipment & Services,418.8,416,330.54532,0.028056351,0,,419.8,,95536,,418.8,402.59445,11.75,416,,95536,,,,11.75,1595289600,1.686746,,,412.2,2,NOK,76162,,,,31416078336,,,131962,0.6669089,412.2,419.4,,111700,76162,566,15.977142,,,182.2,419.2,False,0.028099999,108400,419.8,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKER.OL,finmb_12074458,no_market,,1.862,,-0.08871,34.317,-0.18123168,,26.25,,74272800,,,251.432,,,,1577750400,0.19775999,-4124000000,-56.266,,0.12594831,1.6680454,0.70268,1640908800,1593475200,,,67696448,87714955264,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,47 24 13 00 00,,,47 24 13 01 01,,,,,
ASC,0250,Financial Services,275,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.abgsc.com,1,Munkedamsveien 45 East,Capital Markets,4.96,4.9,3.9554317,0.044354837,0.8062,,4.99,,254402,,4.96,4.5458336,0.22,4.9,,254402,,,,0.22,1588118400,0.935542,,,4.9,4,NOK,54531,,,,2173816320,,,282587,1.5380595,4.9,4.95,,185000,54531,5.1,11.453488,,10.56,2.69,4.925,False,0.0444,340000,4.99,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASC.OL,finmb_2972520,no_market,,1.243,,0.17288,,0.3739612,,0.43,,441384000,,,1.493,,,,1577750400,0.19143,244343008,0.459,,0.12594831,3.2987275,0.18238,1640908800,1593475200,,,343158504,1756439936,,,,,,0.229,,,,,,,,https://logo.clearbit.com/abgsc.com,47 22 01 60 00,7th floor,10.729848,,,,,,
AKERBP,1366,Energy,1703,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,Norway,[],http://www.akerbp.com,1,Building B,Oil & Gas E&P,160.35,159.75,166.00647,0.011400062,,,162.75,,897402,,160.35,172.62361,1.828,159.75,,897402,,,,7.41,1596153600,1.674096,,,158.7,2,NOK,252967,,,,58137640960,,,819314,18.975998,158.7,161.95,,0,252967,297.9,95.23529,,,89.42,161.85,False,0.0464,0,162.75,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKERBP.OL,finmb_9048461,no_market,,19.648,,-0.031630002,27.474,-0.39763337,,1.7,,359096000,,,5.317,,,,1577750400,0.16023001,-96917000,-0.269,,0.12594831,30.449501,0.70299006,1640908800,1593475200,,,106384610,60196995072,,1261526400,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,47 51 35 30 00,Fornebuporten OksenOeyveien 10 Lysaker,,,,,,,
AMSC,1366,Industrials,3,"American Shipping Company ASA, through its subsidiaries, operates as a ship owning and lease finance company in the United States. It is involved in the purchase and bareboat chartering of product tankers, shuttle tankers, and other vessels to operators and end users in the Jones Act market. The company operates a fleet of nine product tankers and one shuttle tanker. The company was formerly known as Aker American Shipping ASA and changed its name to American Shipping Company ASA in June 2008. American Shipping Company ASA was founded in 2005 and is headquartered in Lysaker, Norway.",Lysaker,Norway,[],http://www.americanshippingco.com,1,Building B,Marine Shipping,29,29,25.393381,0.011724138,2.1353,,29,,49547,,29,28.805555,0.34,29,,49547,,,,3.58,1598486400,0.966867,,,28.65,2,NOK,19279,,,,1736662656,,,62925,19.711508,28.65,28.75,,114600,19279,37.5,77.432434,,11.47,15.06,28.65,False,0.1236,172600,29,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AMSC.OL,finmb_22594564,no_market,,25.145,,0.106709994,26.009,-0.1520468,,0.37,,60616500,,,2.607,,,,1577750400,0.19708,9402000,0.155,,0.12594831,10.989643,0.28123,1640908800,1593475200,,,43989211,2215390720,,,,,,0.571,,,,,,,,https://logo.clearbit.com/americanshippingco.com,,OksenOeyveien 10,184.8387,,,,,,
