ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AASB-ME,7630,Financial Services,29,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Ãsen,47 74 08 63 00,Norway,[],http://aasen-sparebank.no,1,Stasjonsvegen 1,47 74 08 63 01,Banks—Regional,121,121,117.366905,0.0661157,0.67620003,,121,,138,,121,114.65714,8,121,,138,,,,8,1583798400,0.40223,,,121,2,NOK,2.9273722,5,,,,122683112,,,38,1.1177295,121,126,,,5,153,,,,105,119,False,0.0661,,121,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,6.483,,0.38182,,0.034188032,,,,1013910,,,501.01,,,,1577750400,0,41909000,41.334,,0.20323932,0.24151213,0,1640908800,1593475200,,,553343,711598464,,,,,,0.343,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,,,,,,
FIVEPG,1123,Communication Services,16,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,,Denmark,[],http://www.5thplanetgames.com,1,Gothersgade 11,,Electronic Gaming & Multimedia,1.655,1.66,1.4106938,,0,,1.74,,4342728,,1.655,1.8322858,,1.66,,4342728,,,,,,2.714866,,,1.645,4,NOK,,712324,,,,179145824,,,3430546,,1.645,1.685,,0,712324,3.8,,,,0.25,1.675,False,,0,1.74,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0,,1.5461538,,,,106318000,,,0.174,,,,1577750400,0,,-0.118,,0.20323932,9.683908,0.50402,1640908800,1577750400,,,46798691,92963296,,1511913600,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,,,,,,
ADSC-ME,4532,Industrials,,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,357 2 5335501,Cyprus,[],http://www.adscrude.com,1,OSM House,,Marine Shipping,14.45,14.5,21.106834,,0.4088,,14.5,,156808,,14.45,18.005714,,14.5,,156808,,,,5.44,1598918400,,,,13.75,2,NOK,,64230,,,,322786144,,,70144,,13.75,13.9,,,64230,33.4,,,,13.75,13.8,False,0.35209998,,14.5,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0,,-0.28465348,,,,23390300,,,,,,,,0.09734,,,,0.20323932,,0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,22 Amathountos Agios Tychonas,,,,,
2020,HM11,Industrials,4,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,441 542 9329,Bermuda,[],http://www.2020bulkers.com,1,S.E. Pearman Building,,Marine Shipping,57,59.8,53.433094,0.002894737,0.8163,,59.8,,14675,,57,57.445713,0.165,59.8,,14675,,,,1.06,1597622400,1.095959,,,56,2,NOK,271.15384,1720,,,,1250438784,,,26989,45.142193,56,56.4,,,1720,93.8,,,,39,56,False,0.0176,,59.8,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,2020.OL,finmb_544117951,no_market,,54.229,,0.16968,,-0.26640922,,,,22170900,,,6.22,,,,1577750400,0.19871001,4700000,0.208,,0.20323932,9.067525,0.57717997,1640908800,1593475200,,,6990487,1502141696,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,2nd Floor 9 Par-la-Ville Road,,,,,
ADE,0159,Communication Services,3564,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,47 23 10 66 00,Norway,[],http://www.adevinta.com,1,Grensen 5,,Internet Content & Information,164,163.5,110.183815,,0,,164.5,,2233481,,164,151.04572,,163.5,,2233481,,,,,,,,,161.7,2,NOK,,125814,,,,112111583232,,,695172,,161.7,163.6,,,125814,169.5,,,,66.7,163.6,False,,,164.5,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.5355805,,,,684860032,,,,,,,1577750400,0.20231001,,,,0.20323932,,0.66005,1640908800,1593475200,,,227972750,104734498816,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,,,,,,
AEGA,274,Utilities,2,"Aega ASA, a solar utility company, acquires, invests in, and operates solar power plants. The company was formerly known as Nordic Financials ASA and changed its name to Aega ASA in January 2016. Aega ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.aega.no,1,Thunes vei 2,,Utilities—Renewable,1.21,1.21,1.2320863,0.0033057851,,,1.21,,70180,,1.21,1.2654285,0.004,1.21,,70180,,,,0.04,1591142400,,,,1.21,4,NOK,,2530,,,,58141468,,,59039,,1.21,1.23,,394100,2530,1.85,,,,1.05,1.21,False,0.0339,60000,1.21,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0,,-0.05468744,,,,48050800,,,0.165,,,,1577750400,0,,-0.058,,0.20323932,7.3333335,0.46798,1640908800,1593475200,,,24514996,59502416,,,,,,,,,,,,,,https://logo.clearbit.com/aega.no,,,,,,
ACC-ME,1366,Industrials,21,"Aker Carbon Capture AS provides carbon capture technologies. Its technologies mitigate the environmental cost of industry. The company's carbon capture process uses a mixture of water and organic amine solvents to absorb the CO2 that can be applied on emissions from various sources, such as gas, coal, cement, refineries, and waste-to-energy through to hydrogen and other process industries. Its portfolio of products include Just Catch, Big Catch, and Offshore Just Catch, as well as mobile test unit. The company is based in Lysaker, Norway.",Lysaker,47 67 51 30 00,Norway,[],http://www.akercarboncapture.com,1,OksenÃ¸yveien 8,47 67 82 69 50,Pollution & Treatment Controls,4.8,4.9435,4.9918337,,,,4.947,,10675257,,4.8,4.9918337,,4.9435,,10675257,,,,,,,,,4.5995,4,NOK,,2914257,,,,2654821632,,,10675257,,4.5995,4.7,,,2914257,5.8,,,,3.85,4.69,False,,,4.947,OSL,AKER CARBON CAPTUR,Aker Carbon Capture AS,Europe/Oslo,CEST,False,7200000,EQUITY,ACC-ME.OL,finmb_677426400,no_market,,,,0,,-0.049504936,,,,566060032,,,0.031,,,,,,,,,0.20323932,151.29033,,,1596153600,,,,2445380864,,,,,,,,,,,,,,https://logo.clearbit.com/akercarboncapture.com,,,,,,
ASC,0250,Financial Services,275,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1,Munkedamsveien 45 East,,Capital Markets,4.63,4.6,3.8820503,0.047516197,0.8062,,4.62,,339115,,4.63,4.4521427,0.22,4.6,,339115,,,,0.22,1588118400,0.935542,,,4.58,4,NOK,10.000001,34708,,,,2025952640,,,310894,1.4334401,4.58,4.59,,185000,34708,4.63,10.674418,,10.56,2.69,4.58,False,0.0475,340000,4.62,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASC.OL,finmb_2972520,no_market,,1.129,,0.17288,,0.41158545,,0.43,,441384000,,,1.493,,,,1577750400,0.19143,244343008,0.459,,0.20323932,3.074347,0.18238,1640908800,1593475200,,,342700355,1595647104,,,,,,0.229,,,,,,,,https://logo.clearbit.com/abgsc.com,7th floor,,,,,
AKERBP,1366,Energy,1703,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,47 51 35 30 00,Norway,[],http://www.akerbp.com,1,Building B,,Oil & Gas E&P,169.3,169.5,171.74963,0.010797401,,,170.25,,591306,,169.3,179.22,1.828,169.5,,591306,,,,7.41,1596153600,1.674096,,,164.05,2,NOK,,542109,,,,59048620032,,,975811,19.27334,164.05,164.3,,0,542109,297.9,96.588234,,,89.42,164.2,False,0.0431,0,170.25,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKERBP.OL,finmb_9048461,no_market,,21.133,,-0.031630002,29.55,-0.32683897,,1.7,,359614016,,,5.317,,,,1577750400,0.16023001,-96917000,-0.269,,0.20323932,30.882076,0.70299006,1640908800,1593475200,,,106384610,64746115072,,1261526400,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,Fornebuporten OksenOeyveien 10 Lysaker,,,,,
AMSC,1366,Industrials,3,"American Shipping Company ASA, through its subsidiaries, operates as a ship owning and lease finance company in the United States. It is involved in the purchase and bareboat chartering of product tankers, shuttle tankers, and other vessels to operators and end users in the Jones Act market. The company operates a fleet of nine product tankers and one shuttle tanker. The company was formerly known as Aker American Shipping ASA and changed its name to American Shipping Company ASA in June 2008. American Shipping Company ASA was founded in 2005 and is headquartered in Lysaker, Norway.",Lysaker,,Norway,[],http://www.americanshippingco.com,1,Building B,,Marine Shipping,28.35,28.05,25.599136,0.011992945,2.1353,,28.55,,44327,,28.35,28.571428,0.34,28.05,,44327,,,,3.58,1598486400,0.966867,,,28.05,2,NOK,183.2258,7428,,,,1721508608,,,73179,19.539505,28.05,28.5,,114600,7428,37.5,76.75675,,11.47,15.06,28.4,False,0.12640001,172600,28.55,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AMSC.OL,finmb_22594564,no_market,,25.283,,0.106709994,26.151,-0.15119761,,0.37,,60616500,,,2.607,,,,1577750400,0.19708,9402000,0.155,,0.20323932,10.893747,0.28123,1640908800,1593475200,,,43989211,2227503616,,,,,,0.571,,,,,,,,https://logo.clearbit.com/americanshippingco.com,OksenOeyveien 10,,,,,
