ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AASB-ME,7630,Financial Services,29,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Ãsen,47 74 08 63 00,Norway,[],http://aasen-sparebank.no,1,Stasjonsvegen 1,47 74 08 63 01,Banks—Regional,117,117,118.26619,0.06837607,0.67620003,,120,,16,,117,113.55882,8,117,,16,,,,8,1583798400,0.40223,,,117,2,NOK,2.903179,985,,,,121669200,,,24,1.1084921,117,126,,,985,153,,,,105,120,False,0.0684,,120,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,6.446,,0.38182,,0,,,,1013910,,,501.01,,,,1577750400,0,41909000,41.334,,0.19070482,0.23951617,0,1640908800,1593475200,,,553343,707542848,,,,,,0.343,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,,,,,,
ADSC-ME,4532,Industrials,,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,357 2 5335501,Cyprus,[],http://www.adscrude.com,1,OSM House,,Marine Shipping,17.8,17.2,21.40036,,0.4088,,17.6,,76391,,17.8,18.32206,,17.2,,76391,,,,4.21,1591228800,,,,16.75,2,NOK,,168941,,,,396465600,,,70867,,16.75,16.95,,,168941,33.4,,,,16.1,16.85,False,0.2345,,17.6,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0,,-0.120000005,,,,23390300,,,,,,,,0.09734,,,,0.19070482,,0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,22 Amathountos Agios Tychonas,,,,,
AKERBP,1366,Energy,1703,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,47 51 35 30 00,Norway,[],http://www.akerbp.com,1,Building B,,Oil & Gas E&P,172.15,172.2,174.95216,0.010618647,,,172.5,,595011,,172.15,180.63676,1.828,172.2,,595011,,,,7.41,1596153600,1.664343,,,169.05,2,NOK,,415268,,,,61637840896,,,1218215,20.118456,169.05,171.45,,0,415268,297.9,100.823524,,,89.42,171.45,False,0.042600002,0,172.5,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKERBP.OL,finmb_9048461,no_market,,21.468,,-0.031630002,30.018,-0.28019023,,1.7,,359614016,,,5.317,,,,1577750400,0.16023001,-96917000,-0.269,,0.19070482,32.23622,0.70299006,1640908800,1593475200,,,106384610,65771012096,,1261526400,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,Fornebuporten OksenOeyveien 10 Lysaker,,,,,
FIVEPG,1123,Communication Services,16,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,,Denmark,[],http://www.5thplanetgames.com,1,Gothersgade 11,,Electronic Gaming & Multimedia,1.8,1.83,1.3609456,,0,,1.83,,6336635,,1.8,1.7911764,,1.83,,6336635,,,,,,2.714866,,,1.76,4,NOK,,1767841,,,,189777632,,,3772661,,1.76,1.79,,0,1767841,3.8,,,,0.25,1.785,False,,0,1.83,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0,,1.2820513,,,,106318000,,,0.174,,,,1577750400,0,,-0.118,,0.19070482,10.258621,0.50402,1640908800,1577750400,,,46798691,96724816,,1511913600,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,,,,,,
AEGA,274,Utilities,2,"Aega ASA, a solar utility company, acquires, invests in, and operates solar power plants. The company was formerly known as Nordic Financials ASA and changed its name to Aega ASA in January 2016. Aega ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.aega.no,1,Thunes vei 2,,Utilities—Renewable,1.2,1.22,1.2370504,0.0033333334,,,1.22,,84559,,1.2,1.2670588,0.004,1.22,,84559,,,,0.04,1591142400,-0.700348,,,1.16,4,NOK,,4370,,,,55738928,,,59746,,1.16,1.2,,394100,4370,1.85,,,,1.05,1.16,False,0.0328,60000,1.22,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0,,-0.17006803,,,,48050800,,,0.165,,,,1577750400,0,,-0.058,,0.19070482,7.0303025,0.46798,1640908800,1585612800,,,24350240,57661000,,,,,,,,,,,,,,https://logo.clearbit.com/aega.no,,,,,,
ACC-ME,1366,Industrials,,"Aker Carbon Capture AS provides carbon capture technologies. Its technologies mitigate the environmental cost of industry. The company's carbon capture process uses a mixture of water and organic amine solvents to absorb the CO2 that can be applied on emissions from various sources, such as gas, coal, cement, refineries, and waste-to-energy through to hydrogen and other process industries. Its portfolio of products include Just Catch, Big Catch, and Offshore Just Catch, as well as mobile test unit. The company is based in Lysaker, Norway.",Lysaker,47 67 51 30 00,Norway,[],http://www.akercarboncapture.com,1,OksenÃ¸yveien 8,47 67 82 69 50,Pollution & Treatment Controls,,,,,,,,,,,,,,,,,,,,,,,,,,2,NOK,,7840718,,,,,,,,,,5.104,,,7840718,,,,,,5.1,False,,,,OSL,,Aker Carbon Capture AS,Europe/Oslo,CEST,False,7200000,EQUITY,ACC-ME.OL,finmb_677426400,no_market,,,,0,,,,,,,,,,,,,,,,,,0.19070482,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/akercarboncapture.com,,,,,,
ADE,0159,Communication Services,3564,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,47 23 10 66 00,Norway,[],http://www.adevinta.com,1,Grensen 5,,Internet Content & Information,162.4,167.9,108.56511,,0,,169.5,,605527,,162.4,143.3397,,167.9,,605527,,,,,,,,,159.7,2,NOK,,360209,,,,110193975296,,,484373,,159.7,161.1,,,360209,169.5,,,,66.7,160.6,False,,,169.5,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.42605639,,,,684860032,,,,,,,1577750400,0.20231001,,,,0.19070482,,0.66005,1640908800,1593475200,,,227972750,106110001152,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,,,,,,
2020,HM11,Industrials,4,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,441 542 9329,Bermuda,[],http://www.2020bulkers.com,1,S.E. Pearman Building,,Marine Shipping,59,59,53.891304,0.0027966104,0.8163,,59.6,,20974,,59,56.75294,0.165,59,,20974,,,,1.06,1597622400,1.121996,,,58.4,2,NOK,282.6923,5399,,,,1303648896,,,28986,47.063137,58.4,58.8,,,5399,93.8,,,,39,58.6,False,0.0177,,59.6,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,2020.OL,finmb_544117951,no_market,,55.83,,0.16968,,-0.23857874,,,,22170900,,,6.22,,,,1577750400,0.19871001,4700000,0.208,,0.19070482,9.453377,0.57717997,1640908800,1593475200,,,6990487,1546483456,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,2nd Floor 9 Par-la-Ville Road,,,,,
AOW-ME,1366,Energy,,"Aker Offshore Wind Holding AS engages in the development of deep-water wind power production. It has a portfolio of development projects and prospects in Europe, North America, and Asia. The company is based in Lysaker, Norway.",Lysaker,47 67 51 30 00,Norway,[],http://www.akeroffshorewind.com,1,OksenÃ¸yveien 8,,Oil & Gas Equipment & Services,,,,,,,4.27,,,,,,,,,,,,,,,,,,4.2,4,NOK,,11093699,,,,,,,,,4.2,3.8545,,,11093699,4.27,,,,4.2,3.816,False,,,4.27,OSL,,Aker Offshore Wind Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,AOW-ME.OL,finmb_677430128,no_market,,,,0,,,,,,,,,,,,,,,,,,0.19070482,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/akeroffshorewind.com,,,,,,
AQUA,0161,Energy,422,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1,Olav Vs gate 6,,Oil & Gas Equipment & Services,5.5,5.5,3.8095684,0.004181818,0,,5.55,,39010,,5.5,4.7867646,0.023,5.5,,39010,,,,0.2,1591833600,,,,5.4,2,NOK,34.47205,61182,,,,390256032,,,45557,5.1512146,5.4,5.6,,385400,61182,5.85,39.642857,,,2.15,5.55,False,0.0364,402100,5.55,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AQUA.OL,finmb_266259656,no_market,,4.983,,0.03333,97.759,0.48648643,,0.14,,70316400,,,0.674,,,,1577750400,0.07898,2525000,0.161,,0.19070482,8.234422,0.58599,1640908800,1593475200,,,20623683,377547008,,1468368000,25:1,,,-0.894,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,,,,,,
