ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AASB-ME,7630,Financial Services,29,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Ãsen,47 74 08 63 00,Norway,[],http://aasen-sparebank.no,1,Stasjonsvegen 1,47 74 08 63 01,Banks—Regional,122,122,116.23572,0.06557377,0.67620003,,129,,82,,122,117.583336,8,122,,82,,,,8,1583798400,0.424755,,,122,2,NOK,3.1209173,716,,,,130794392,,,47,1.191629,122,129,,,716,153,,,,105,122,False,0.0656,,129,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,6.548,,0.38182,,0.051724195,,,,1013910,,,501.01,,,,1577750400,0,41909000,41.334,,0.121969104,0.25747988,0,1640908800,1593475200,,,553343,718695872,,,,,,0.343,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,,,,,,
ADE,0159,Communication Services,3564,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,47 23 10 66 00,Norway,[],http://www.adevinta.com,1,Grensen 5,,Internet Content & Information,163.4,161.2,113.95107,,0,,162,,536001,,163.4,157.23056,,161.2,,536001,,,,,,,,,157.8,2,NOK,,822723,,,,110810357760,,,740529,,157.8,162,,,822723,169.5,,,,66.7,161.8,False,,,162,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.5415094,,,,684860032,,,,,,,1577750400,0.20231001,,,,0.121969104,,0.66005,1640908800,1593475200,,,227972750,99953000448,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,,,,,,
FIVEPG,1123,Communication Services,16,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,,Denmark,[],http://www.5thplanetgames.com,1,Gothersgade 11,,Electronic Gaming & Multimedia,1.42,1.45,1.4908173,,0,,1.45,,2099804,,1.42,1.7465278,,1.45,,2099804,,,,,,2.759638,,,1.305,4,NOK,,3505540,,,,142466128,,,3182529,,1.305,1.34,,0,3505540,3.8,,,,0.25,1.325,False,,0,1.45,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0,,1.2829583,,,,106318000,,,0.174,,,,1577750400,0,,-0.118,,0.121969104,7.70115,0.50402,1640908800,1577750400,,,46798691,86514976,,1511913600,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,,,,,,
2020,HM11,Industrials,4,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,441 542 9329,Bermuda,[],http://www.2020bulkers.com,1,S.E. Pearman Building,,Marine Shipping,58.8,59.4,52.604286,0.0028061226,0.8163,,59.4,,9829,,58.8,58.177776,0.165,59.4,,9829,,,,3.25,1599782400,1.095959,,,57.2,2,NOK,283.65384,19816,,,,1308083072,,,21272,47.223217,57.2,59,,,19816,93.8,,,,39,58.4,False,0.056900002,,59.4,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,2020.OL,finmb_544117951,no_market,,55.029,,0.16968,,-0.27407408,,,,22170900,,,6.22,,,,1577750400,0.19871001,4700000,0.208,,0.121969104,9.485531,0.57717997,1640908800,1593475200,,,6990487,1524312576,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,2nd Floor 9 Par-la-Ville Road,,,,,
ADSC-ME,4532,Industrials,,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,357 2 5335501,Cyprus,[],http://www.adscrude.com,1,OSM House,,Marine Shipping,16,16,20.540714,,0.56060004,,16,,264117,,16,17.066668,,16,,264117,,,,5.44,1598918400,,,,15.75,2,NOK,,105594,,,,370736256,,,88149,,15.75,15.95,,,105594,33.4,,,,13.1,15.8,False,0.32869998,,16,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0,,-0.223301,,,,23390300,,,,,,,,0.09734,,,,0.121969104,,0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,22 Amathountos Agios Tychonas,,,,,
AKA,1366,Energy,2112,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,47 21 52 58 00,Norway,[],http://akastor.com,1,Building B,,Oil & Gas Equipment & Services,6.42,6.5,5.136071,,0,,6.5,,279533,,6.42,6.2916665,,6.5,,279533,,,,,1397174400,1.53253,,,6.2,2,NOK,,280140,,,,1734637568,,,400239,0.3063107,6.2,6.29,,52200,280140,12,15.625,,,3.52,6.25,False,,227000,6.5,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKA.OL,finmb_874402,no_market,,0.684,,-0.0498,12.463,-0.4247312,,0.4,,271609984,,,14.855,,,,1577750400,0.25563,-152000000,-0.981,,0.121969104,0.42073378,0.51141,1640908800,1593475200,,,136612714,3875857152,,1175212800,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,OksenÃ¸yveien 10 Lysaker,,,,,
AEGA,274,Utilities,2,"Aega ASA, a solar utility company, acquires, invests in, and operates solar power plants. The company was formerly known as Nordic Financials ASA and changed its name to Aega ASA in January 2016. Aega ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.aega.no,1,Thunes vei 2,,Utilities—Renewable,1.26,1.2,1.2227857,0.0031746035,,,1.44,,99317,,1.26,1.2627778,0.004,1.2,,99317,,,,0.04,1591142400,-0.593975,,,1.2,4,NOK,,668626,,,,67519152,,,64463,,1.2,1.39,,394100,668626,1.85,,,,1.05,1.33,False,0.0317,60000,1.44,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0,,0.016129017,,,,48050800,,,0.165,,,,1577750400,0,,-0.058,,0.121969104,8.727273,0.46798,1640908800,1593475200,,,24350240,59102524,,,,,,,,,,,,,,https://logo.clearbit.com/aega.no,,,,,,
AKVA,4353,Industrials,1431,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,47 51 77 85 00,Norway,[],http://www.akvagroup.com,1,Plogfabrikkvegen 11,,Farm & Heavy Construction Machinery,64.6,64,59.305714,0.015479877,15.3846,,65,,2242,,64.6,63.544445,1,64,,2242,,,,2,1582502400,0.719879,,,64,2,NOK,528.45526,7892,,,,2155165952,,,3674,0.7087756,64,65,,49600,7892,79,11.343804,,,41.3,64.4,False,0.031,34200,65,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKVA.OL,finmb_162314,no_market,,1.063,,0.0013400001,28.483,-0.18227851,,5.73,,33156400,,,31.016,,,,1577750400,0.13203,4087000,0.123,,0.121969104,2.0956924,0.7511,1640908800,1593475200,,,8066625,3231748352,,,,,,-0.095,,,,,,,,https://logo.clearbit.com/akvagroup.com,,,,,,
ASC,0250,Financial Services,275,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1,Munkedamsveien 45 East,,Capital Markets,4.925,5,3.962357,0.04467005,0.8062,,5,,203918,,4.925,4.5637503,0.22,5,,203918,,,,0.22,1588118400,0.935542,,,4.7,4,NOK,10.893247,588251,,,,2206919936,,,282926,1.5614815,4.7,4.93,,185000,588251,5.1,11.627907,,10.56,2.69,4.865,False,0.044699997,340000,5,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASC.OL,finmb_2972520,no_market,,1.243,,0.17288,,0.36237907,,0.43,,441384000,,,1.493,,,,1577750400,0.19143,244343008,0.459,,0.121969104,3.3489618,0.18238,1640908800,1593475200,,,343158504,1756439936,,,,,,0.229,,,,,,,,https://logo.clearbit.com/abgsc.com,7th floor,,,,,
ACC-ME,1366,Industrials,21,"Aker Carbon Capture AS provides carbon capture technologies. Its technologies mitigate the environmental cost of industry. The company's carbon capture process uses a mixture of water and organic amine solvents to absorb the CO2 that can be applied on emissions from various sources, such as gas, coal, cement, refineries, and waste-to-energy through to hydrogen and other process industries. Its portfolio of products include Just Catch, Big Catch, and Offshore Just Catch, as well as mobile test unit. The company is based in Lysaker, Norway. Aker Carbon Capture AS(OB:ACC-ME) operates independently of Aker Solutions ASA as of August 26, 2020.",Lysaker,47 67 51 30 00,Norway,[],http://www.akercarboncapture.com,1,OksenÃ¸yveien 8,47 67 82 69 50,Pollution & Treatment Controls,6.09,6.158,4.8373237,,,,6.518,,3441154,,6.09,4.8373237,,6.158,,3441154,,,,,,,,,5.8,2,NOK,,8066391,,,,3339754240,,,5978219,,5.8,5.936,,,8066391,6.518,,,,3.85,5.9,False,,,6.518,OSL,AKER CARBON CAPTUR,Aker Carbon Capture AS,Europe/Oslo,CEST,False,7200000,EQUITY,ACC-ME.OL,finmb_677426400,no_market,,,,0,,0.2059406,,,,566060032,,,0.031,,,,,,,,,0.121969104,190.32259,,,1596153600,,,,2595952896,,,,,,,,,,,,,,https://logo.clearbit.com/akercarboncapture.com,,,,,,
