ticker,name,marketcap,sector,info,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,bookValue,enterpriseValue,trailingEps,priceToBook,beta
KOA,Kongsberg Automotive,2114.05,Consumer discretionary,,-0.0011,0.0021,-0.094,-0.383,-0.479,0.7020000000000001,2210299904.0,0.011000000000000001,6.866097,0.893
KOG,Kongsberg Gruppen,25484.22,Industrials,,-0.005600000000000001,0.0064,0.0086,0.2275,0.3005,70.23899999999999,27988676608.0,4.063,2.0003133,0.74658
KVAER,KvÃ¦rner,3469.39,Energy,,0.019,0.0645,0.0078,0.1545,0.18,12.640999999999998,1074666624.0,1.0490000000000002,1.0323551,1.233306
LAVO-ME,Lavo.tv,10.6,Communication services,LP,0.1222,0.07719999999999999,0.4726,-0.7208,-0.8061,,,,,
LSG,LerÃ¸y Seafood Group,36073.93,Consumer staples,,-0.0049,0.0427,-0.0547,-0.0519,-0.1044,26.988000000000003,41138618368.0,2.407,2.2261746,-0.288012
LIFE-ME,Lifecare,275.15,Health care,,0.0303,-0.2544,3.5333,-0.6679999999999999,-0.6457999999999999,0.275,331323392.0,-0.109,13.454545000000001,
LSTSB-ME,LillestrÃ¸m Sparebank,119.0,Equity certificates,LP,,,0.0531,0.2028,0.1916,877.957,2751229952.0,90.434,0.13554195,
MGN,Magnora,394.39,Energy,,0.0,0.0638,0.1278,0.33270000000000005,0.4438,1.892,330293760.0,1.3780000000000001,3.9640593999999996,0.8712790000000001
MSEIS,Magseis Fairfield,792.53,Energy,,0.0238,0.0911,-0.1258,-0.7106999999999999,-0.7537,1.242,799948224.0,-0.665,3.5346214999999996,0.337892
MEDI,Medistim,3328.56,Health care,,0.0,-0.0054,0.0947,1.6566999999999998,1.8153,12.267999999999999,3325555712.0,4.328,14.916858,-0.148833
MELG,Melhus Sparebank,393.33,Equity certificates,LP,0.029,-0.006999999999999999,0.1094,0.2587,0.2907,383.594,1924643968.0,12.639000000000001,0.37018305,0.060337
MOWI,Mowi,118987.26,Consumer staples,,-0.006,0.024,0.0204,0.3234,0.2482,5.5760000000000005,119711219712.0,0.932,40.853657,-0.156878
MPCC,MPC Container Ships,1543.79,Industrials,LP,-0.0027,-0.024,-0.085,-0.402,-0.4917,5.0280000000000005,1767300480.0,-0.395,3.6495626000000003,0.8930870000000001
MULTI,Multiconsult,1791.12,Industrials,,0.0091,0.0472,0.0742,0.12560000000000002,0.1002,21.938000000000002,3001340928.0,1.729,3.1908104,0.326482
NAPA,Napatech,406.15,Information technology,,0.0062,0.1671,0.0677,1.225,1.6639,0.397,155094368.0,-0.862,12.342569000000001,-0.6870470000000001
NATTO,NattoPharma,149.02,Consumer staples,LP,-0.0061,0.0123,0.025,0.0123,-0.0061,6.1739999999999995,150562880.0,0.23,1.3200518,0.814963
NAVA,Navamedic,217.18,Health care,,-0.008199999999999999,-0.057,-0.2087,0.9996,1.2986000000000002,8.437999999999999,214491648.0,0.131,2.1450582000000002,0.449718
NKR,Nekkar,179.54,Industrials,,0.0119,-0.0784,-0.4391,-0.3731,-0.3591,1.699,-112243344.0,1.125,1.0300175999999999,-0.22043400000000002
NEL,NEL,9245.17,Industrials,,-0.0137,0.0486,-0.1076,0.6367,0.7761,1.6019999999999999,8654654464.0,-0.196,4.6348314,0.074818
NEXT,NEXT Biometrics Group,133.08,Information technology,,-0.0282,0.181,-0.0909,-0.8809,-0.8964,4.336,14234534.0,-4.612,0.7022602,2.5076419999999997
NISB-ME,Nidaros Sparebank,123.1,Equity certificates,LP,,,,,,,,,,
NORBIT,NORBIT,1078.95,Information technology,LP,0.0,0.0327,-0.05,,,7.3389999999999995,1096966656.0,7.777,2.5485759999999997,
NOM,Nordic Mining,265.85,Materials,,0.0,0.0064,0.0,-0.2244,-0.30260000000000004,1.061,249562992.0,0.142,1.7059377,1.32502
NANO,Nordic Nanovector,1785.87,Health care,,-0.0252,0.0376,0.2367,-0.4648,-0.5664,5.394,1191868544.0,-7.252999999999999,5.2206154,-0.072405
NOD,Nordic Semiconductor,9441.82,Information technology,,-0.0165,0.0152,0.0,0.8512000000000001,0.8353,1.285,9400433664.0,0.002,41.867706,1.370876
NHY,Norsk Hydro,64930.94,Materials,,-0.0113,0.0044,-0.1098,-0.1632,-0.1826,39.196999999999996,84435517440.0,-0.991,0.80592906,0.693483
NSKOG,Norske Skog,3467.06,Materials,,0.0011,-0.0176,0.0381,,,68.473,4302562304.0,30.435,0.6159361999999999,
NORTH,North Energy,135.43,Energy,,0.0,0.0346,-0.0042,-0.104,-0.2011,2.6,-76224344.0,-0.34,0.46538463,0.30088400000000004
NODL,Northern Drilling,2125.31,Energy,,-0.0435,-0.0341,-0.1,-0.6102000000000001,-0.6574,6.612,2614495744.0,-0.027000000000000003,2.970357,0.9808389999999999
NRS,Norway Royal Salmon,10571.2,Consumer staples,,0.0066,0.021,0.0924,0.402,0.3194,51.386,11488570368.0,7.29,4.643288,-0.138374
NAS,Norwegian Air Shuttle,6007.45,Industrials,,0.0089,-0.024,-0.1126,-0.634,-0.6689,38.345,65742123008.0,-26.875999999999998,0.9659669,0.9485110000000001
NOR,Norwegian Energy Company,5842.67,Energy,LP,-0.0105,0.0172,0.0926,0.0261,0.0261,22.771,6539018240.0,6.372999999999999,10.298186,-0.189863
NOFI,Norwegian Finans Holding,17054.57,Financials,,-0.0136,0.0111,-0.0361,0.3537,0.2632,48.153999999999996,19761950720.0,10.38,1.9167671000000002,0.704746
NPRO,Norwegian Property,6713.31,Real estate,,-0.0286,0.0,0.0667,0.3147,0.3452,15.937999999999999,14502158336.0,1.5419999999999998,0.87840384,0.25100500000000003
NRC,NRC Group,2566.1,Industrials,,-0.0186,-0.0042,-0.0315,-0.3296,-0.3161,37.817,4745604608.0,-2.02,1.2639817,-0.138374
NTS,NTS,4656.37,Industrials,,-0.0154,0.0579,0.0492,0.094,0.1317,34.567,7558493184.0,4.085,1.9527294999999998,0.11052100000000001
OBSERV,Observe Medical,168.76,Health care,,-0.0179,-0.1055,0.3757,,,,,,,
OCY,Ocean Yield,8290.21,Energy,,0.0053,0.0139,-0.0074,-0.1032,-0.1396,5.05,9296939008.0,-0.631,9.485147999999999,0.629927
OTS,Oceanteam,141.97,Energy,,0.0096,0.044800000000000006,-0.1991,-0.4983,-0.5195000000000001,1.786,198081280.0,0.015,2.2956326000000002,1.396621
ODL,Odfjell Drilling,6648.87,Energy,,-0.0092,0.07690000000000001,0.0606,0.3527,0.0332,4.391,8011834368.0,0.166,6.1079483,1.059533
ODF,Odfjell ser. A,1560.53,Industrials,LP,-0.0152,-0.0226,-0.1126,-0.1186,-0.1126,7.047000000000001,3226589952.0,-0.9420000000000001,3.6611323,0.018503
ODFB,Odfjell ser. B,491.41,Industrials,LP,0.0,0.0077,-0.0775,-0.0775,-0.0966,7.047000000000001,3234459904.0,-0.9420000000000001,3.6611323,0.018503
OKEA,OKEA,1718.76,Energy,,0.0,0.0206,-0.0644,,,16.487000000000002,2748276992.0,-1.5319999999999998,1.023837,
OET,Okeanis Eco Tankers,3110.29,Energy,,-0.0207,0.05,0.0107,,0.4104,9.897,3830537984.0,-0.262,9.649388,
OLT,Olav Thon Eiendomsselskap,16061.59,Real estate,,0.0013,-0.0115,0.066,0.1389,0.0996,256.39099999999996,39852216320.0,17.791,0.60922575,0.753821
ORK,Orkla,90587.69,Consumer staples,,-0.0088,0.0055000000000000005,0.0378,0.3838,0.3575,33.427,99822870528.0,3.299,2.6990159,0.091713
OTELLO,Otello Corporation,2278.35,Communication services,,0.0,-0.0048,-0.0012,0.24170000000000005,0.3609000000000001,2.485,2287500032.0,-0.6759999999999999,6.655936200000001,0.034593
PEN,Panoro Energy,1365.81,Energy,,-0.002,-0.008100000000000001,-0.1481,0.64,0.4687,0.855,1249489792.0,0.091,22.947369000000002,1.330651
PARB,Pareto Bank,2626.43,Financials,,0.0107,0.0134,-0.0079,0.1408,0.0892,45.028,7498987520.0,5.315,0.82837343,0.851166
PCIB,PCI Biotech Holding,2556.44,Health care,,0.0269,0.2652,1.4491999999999998,1.6122,1.4668,7.485,2251098624.0,-1.8430000000000002,9.338677,-0.543845
PSE,Petrolia,176.22,Energy,,-0.06709999999999999,-0.0414,-0.0733,-0.1313,-0.2446,0.7140000000000001,183774688.0,0.09,3.9495796999999997,-0.09010399999999999
PNOR,PetroNor E&P Limited,1029.97,Energy,,0.0187,0.05860000000000001,0.0486,0.8617,0.5879,138.79,102000.0,78.64,0.007491895,
PGS,PGS,4880.61,Energy,,-0.0205,-0.0066,-0.1399,0.2151,-0.1819,1.819,6214471680.0,-0.313,7.781747999999999,2.637972
PHLY,Philly Shipyard,532.75,Industrials,,-0.0435,-0.0265,-0.0222,0.5714,0.2571,7.952999999999999,564752640.0,-1.891,5.4067644999999995,0.7618659999999999
PHO,Photocure,1816.43,Health care,LP,0.0439,0.0059,0.4835,0.7833,1.4045,7.638,1741518080.0,-1.044,10.814349,-0.312148
PPG PREF,Pioneer Property Group,663.0,Real estate,,0.0099,0.0,0.0,0.0466,0.0554,,,,,
PLCS,Polarcus,625.79,Energy,,0.005,-0.0336,-0.1052,0.2008,0.0378,0.17,916215616.0,-0.018000000000000002,6.9764705000000005,1.7425580000000003
POL,Polaris Media,1950.53,Communication services,,0.0753,0.1364,0.1429,0.609,0.6213000000000001,47.868,2147482752.0,3.359,0.84816575,0.139983
PLT,poLight,310.05,Information technology,LP,-0.0052,-0.0355,0.1515,0.2258,0.0857,19.955,242157312.0,-7.2620000000000005,1.9042846000000002,
PRS,Prosafe,235.77,Energy,,-0.0441,-0.0814,-0.387,-0.7905,-0.8325,0.161,1465849984.0,-4.461,17.515528,0.772325
PROTCT,Protector Forsikring,3942.56,Financials,,0.0195,0.0012,-0.0385,0.0088,0.1098,24.198,5007139328.0,-4.084,1.9960327000000002,0.692679
QFR,Q-Free,548.72,Information technology,,0.025,0.0165,-0.0315,-0.2013,-0.1689,4.511,819194432.0,-0.065,1.35225,0.9879319999999999
QEC,Questerre Energy Corporation,522.05,Energy,,0.0158,0.0339,-0.0758,-0.1861,-0.4455,0.332,513916320.0,-0.038,3.6445785,2.032307
RAKP,RAK Petroleum,2022.26,Energy,,-0.0048,0.0561,-0.08,0.054000000000000006,-0.1266,2.94,4366928896.0,0.593,3.5204082000000003,0.8503620000000001
REACH,Reach Subsea,228.95,Energy,,,,-0.0562,-0.2884,-0.3093,1.327,357535872.0,-0.125,1.1642803,0.40064299999999997
REC,REC Silicon,679.96,Information technology,,0.14,0.1242,-0.2535,-0.5888,-0.6125,0.147,813320000.0,-0.335,15.727891,1.320997
RIVER-ME,River iGaming,323.28,Consumer discretionary,,,,-0.1457,-0.32,-0.32,,356226784.0,,,
ROM,RomReal,92.56,Real estate,,,,0.12,0.0667,-0.0508,0.574,92663832.0,0.040999999999999995,3.9024389999999998,-0.549477
SDSD,S.D. Standard Drilling,714.27,Energy,,-0.004,0.008100000000000001,0.0733,0.2111,0.0733,0.207,699096512.0,0.017,6.0144925,0.555108
SAGA,Saga Tankers,287.44,Financials,,,,0.0093,0.1192,0.0286,1.162,238834816.0,-0.28300000000000003,0.9552495999999999,0.149637
SALM,SalMar,51108.89,Consumer staples,,-0.0059,0.0441,0.0067,0.1228,0.022400000000000003,73.818,54850838528.0,26.429000000000002,6.0676255,-0.31617
SALMON,Salmones Camanchaca,4422.0,Consumer staples,,-0.0118,0.0308,0.006,-0.1475,-0.0802,3.142,4541569024.0,0.66,21.451304999999998,
SADG,Sandnes Sparebank,1516.43,Equity certificates,,-0.0149,-0.0222,0.0394,0.2994,0.2994,128.91899999999998,9715177472.0,7.6979999999999995,0.5158277,0.376508
SAS NOK,SAS AB,5558.92,Industrials,,-0.0331,-0.2312,-0.1205,-0.2707,-0.2494,,,,,
SATS,SATS,3680.5,Consumer discretionary,,-0.0018,0.0256,-0.033,,,-0.971,7964619264.0,0.172,,
SBANK,Sbanken,7064.06,Financials,,-0.016399999999999998,-0.0208,-0.0449,-0.1033,-0.1779,62.118,28533528576.0,6.426,1.0930809,0.837511
