ticker,name,sector,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,bookValue,enterpriseValue,trailingEps,forwardEps,priceToBook,beta,profitMargins
BWLPG,BW LPG,Energy,75.65,75.6,75.7,1802,,10486.46,-0.0079,0.0223,0.006,0.0244,2.014,7.526,11946454016.0,0.606,0.21,10.051821,1.143319,0.12122999999999999
BWO,BW Offshore Limited,Energy,58.0,57.95,58.05,1272,,10727.38,0.0105,-0.1049,-0.1131,-0.1212,0.4321,5.672000000000001,12076800000.0,0.447,,10.22567,2.017004,0.07493
BMA,Byggma,Industrials,88.5,88.0,90.5,0,,618.02,,,-0.0484,-0.038,0.0521,120.319,871977984.0,8.769,,0.73138905,0.33117399999999997,0.03422
CARA,Carasent,Health care,11.0,11.0,11.2,61,,446.97,0.0577,0.0476,0.1066,0.127,4.1692,2.115,441068000.0,0.015,,5.2009454,0.202429,0.013930000000000001
COV,ContextVision,Health care,97.0,96.0,97.0,20,LP,750.46,0.015700000000000002,-0.0102,-0.0583,-0.0673,0.633,0.8079999999999999,750464768.0,-0.033,0.26,120.0495,0.5417,0.14269
CRAYON,Crayon Group Holding,Information technology,63.4,62.8,63.4,290,,4848.95,-0.0063,0.0128,0.2192,0.2192,2.9675,7.898,5416811520.0,0.32899999999999996,1.07,8.027349000000001,1.40325,0.0020800000000000003
DAT,Data Respons,Information technology,47.9,47.9,48.0,91,,3616.95,0.0,0.0,0.0063,0.0,1.119,13.198,3735851520.0,1.626,1.85,3.6293377999999996,0.690688,0.059539999999999996
DNB,DNB,Financials,161.3,161.3,161.45,3429,,253178.64,0.004699999999999999,-0.0174,-0.0141,-0.0165,0.1146,145.608,979931430912.0,16.074,14.88,1.1077688,0.8380559999999999,0.48754
DNO,DNO,Energy,9.92,9.9,9.92,2190,,9674.34,0.0179,-0.0514,-0.1289,-0.14279999999999998,-0.3659000000000001,1.1079999999999999,10832601088.0,0.24,0.33,8.951263,0.809716,0.23735
DOF,DOF,Energy,1.49,1.49,1.5,106,,458.57,0.0068000000000000005,0.0027,-0.1722,-0.051,-0.5605,5.291,20456323072.0,-8.632,0.85,0.28161028,2.277732,-0.42413999999999996
EAM,EAM Solar,Utilities,16.1,16.0,16.2,25,,110.32,0.0489,-0.0213,0.4,0.3761,-0.5871999999999999,,110320584.0,,,,-0.131174,-0.0078
EIOF,Eidesvik Offshore,Energy,5.74,5.74,5.78,21,,356.74,-0.0035,-0.0069,0.18600000000000005,0.09539999999999997,0.2213,21.423000000000002,2488492032.0,-2.173,,0.26793632,0.6526310000000001,-0.2156
EMGS,Electromagnetic Geoservices,Energy,2.02,1.93,2.02,32,,264.56,0.0151,0.0412,0.0919,-0.0335,0.2949,-0.016,313982784.0,-0.077,-0.08,,2.174089,-0.15408
ELE,Element,Materials,5.96,5.6,5.96,250,,110.62,0.0093,0.0093,0.0223,0.07690000000000001,-0.5987,0.727,93846376.0,-0.897,,8.191196000000001,4.485829,0.0
ELK,Elkem,Materials,24.74,24.74,24.76,1241,,14381.62,-0.0104,0.0073,0.0308,-0.0008,0.15539999999999998,22.265,20418617344.0,2.082,4.4,1.111161,,0.051539999999999996
EMAS,EMAS Offshore,Energy,0.29,,,0,,127.15,,,,,,,,,,,,
ENDUR,Endúr,Energy,1.09,1.06,1.09,28,LP,231.78,-0.0046,-0.0917,-0.07629999999999999,-0.0644,-0.189,1.341,167349216.0,-0.762,,0.8128263000000001,,-0.32004002
ENTRA,Entra,Real estate,157.0,156.8,157.0,873,,28577.9,0.0064,0.0013,0.0828,0.0828,0.3592,118.79299999999999,49584734208.0,15.115,7.24,1.3216267,0.32307600000000003,1.0720401000000002
EPIC-ME,Epic Gas,Energy,14.6,14.1,14.6,0,LP,1556.6,,,0.0,0.0,0.5784,2.773,1885059968.0,-0.036000000000000004,,5.2650559999999995,0.22348099999999999,-0.023
EQNR,Equinor,Energy,179.8,179.8,179.9,5420,,594723.23,0.005600000000000001,-0.0107,0.0167,0.0245,0.0054,12.311,613305221120.0,1.635,,14.604825,0.7935220000000001,0.07808
EPR,Europris,Consumer discretionary,34.18,34.06,34.2,521,,5667.68,0.018500000000000003,0.0191,0.004699999999999999,-0.0093,0.5302,10.224,9383414784.0,2.398,2.59,3.2922535,0.711797,0.06272
FJORD,Fjord1,Industrials,37.1,36.9,37.1,90,,3706.04,0.022,0.0306,0.0451,0.0137,-0.0608,22.66,7598201856.0,3.485,3.51,1.6372463,0.913443,0.12705999999999998
FKRAFT,Fjordkraft Holding,Utilities,60.6,60.6,60.9,247,,6332.47,-0.0016,0.018500000000000003,0.0783,0.044800000000000006,0.8051999999999999,8.497,5833905664.0,2.986,,7.1319289999999995,,0.043539999999999995
FLNG,FLEX LNG,Energy,79.5,79.5,79.6,754,,4301.79,-0.01,-0.1167,-0.171,-0.12539999999999998,-0.3411,15.168,4985966592.0,0.15,0.14,5.2412972,0.142729,0.08022001
FRO,Frontline,Energy,97.9,97.8,97.9,3937,,19354.08,-0.0239,-0.1132,-0.1196,-0.1172,1.0172,7.162999999999999,22802511872.0,0.326,0.43,13.667457999999998,0.844036,0.06767000000000001
FUNCOM,Funcom,Communication services,16.96,16.95,16.96,918,,1310.79,0.0018,0.2572,0.2947,0.2897,0.3319,0.5820000000000001,1299098496.0,0.013000000000000001,,29.140890000000002,0.675303,0.046630002999999996
GIG,Gaming Innovation Group,Consumer discretionary,6.4,6.28,6.4,101,,571.45,-0.0303,-0.0857,-0.17420000000000002,-0.2186,-0.6596,1.355,576036032.0,-0.08,0.1,4.723247,1.026232,-0.25417998
RISH,GC Rieber Shipping,Industrials,9.75,9.7,10.0,1,,838.82,0.0052,-0.0201,0.1272,0.189,0.2581,21.008000000000003,1784350976.0,3.4610000000000003,,0.4641089,0.5336029999999999,1.2089
GENT-ME,Gentian Diagnostics,Health care,58.6,56.2,58.4,5,,902.6,0.0034,0.0464,-0.0518,-0.0609,0.0655,13.925999999999998,737194944.0,-2.977,,4.207956299999999,-0.179616,-1.03986
GJF,Gjensidige Forsikring,Financials,200.2,200.2,200.3,2949,,100098.24,0.001,0.041100000000000005,0.083,0.0866,0.4761,52.425,62681673728.0,13.19,9.52,3.8187888,0.39109299999999997,0.20909001
GEOS-ME,Golden Energy Offshore Services,Energy,3.54,3.54,3.96,0,,125.37,,,-0.115,-0.0167,,8.675,374917632.0,-0.618,,0.40806916,,-0.27154
GOGL,Golden Ocean Group,Industrials,42.1,42.1,42.24,1047,,6031.99,0.0091,-0.1167,-0.1801,-0.17370000000000002,-0.1245,10.425,7296070656.0,0.138,,4.038369,1.943054,0.03075
GOD,Goodtech,Industrials,6.6,6.6,6.8,4,LP,149.26,0.0,0.0,-0.0571,-0.0365,0.4043,10.501,176591168.0,-1.8219999999999998,,0.62851155,0.956275,-0.07706
GSF,Grieg Seafood,Consumer staples,143.6,143.4,143.6,726,,15858.26,0.0141,0.0077,0.0113,0.0235,0.3326,34.489000000000004,18036758528.0,4.453,10.91,4.1636467,-0.129554,0.061220000000000004
GRONG-ME,Grong Sparebank,Equity certificates,110.0,105.0,110.0,4,LP,326.97,-0.009000000000000001,-0.009000000000000001,0.018500000000000003,0.018500000000000003,0.1303,234.875,1413709312.0,18.033,,0.46833423,-0.081177,0.30363
GYL,Gyldendal,Consumer discretionary,450.0,430.0,488.0,0,,1038.21,,,,0.0,,302.20099999999996,1496261888.0,22.198,,1.4890752,0.029149,0.025639999999999996
HAFNIA,Hafnia Limited,Energy,25.15,25.0,25.15,315,,9311.64,-0.004,-0.0953,-0.0754,-0.0788,,2.9219999999999997,10036433920.0,-0.161,,8.607119,,-0.0537
HAVI,Havila Shipping,Energy,3.14,3.14,3.26,10,,74.66,-0.0456,-0.0248,0.0397,0.0572,-0.3903,-40.465,4316536832.0,-45.601000000000006,-2.0,,1.423481,-1.5698301000000001
HYARD,Havyard Group,Industrials,2.9,2.88,3.01,6,,71.71,-0.0169,-0.0169,-0.08810000000000001,-0.08810000000000001,-0.7143,6.653,912602368.0,-8.68,,0.4358936,-0.102834,-0.07382999999999999
HELG,Helgeland Sparebank,Equity certificates,86.5,85.0,87.0,51,LP,1801.19,0.0485,0.0679,0.0549,0.0298,0.2362,166.53,13133683712.0,6.1,10.32,0.5194259,0.46477700000000005,0.34146
HEX,Hexagon Composites,Industrials,33.9,33.85,33.9,2128,,6146.6,-0.0557,-0.1126,-0.0557,-0.0674,0.2238,11.922,7590984704.0,0.7,0.88,2.8434827,0.4834,0.041319999999999996
HIDDN,Hiddn Solutions,Information technology,1.75,1.75,1.8,75,,40.67,0.0294,0.1278,0.3953,0.31120000000000003,-0.8970999999999999,-0.402,8519624.0,-9.214,,,2.354187,-2.1918900000000003
HBC,Hofseth BioCare,Health care,9.76,9.6,9.76,58,,3179.96,-0.0101,0.0062,0.0655,0.08439999999999999,2.8884,0.44799999999999995,3193106176.0,-0.27,,21.785713,0.6178130000000001,-1.11418
HUNT,Hunter Group,Energy,5.25,5.25,5.27,868,,3020.65,0.0077,-0.0789,-0.0076,-0.042,0.6534,0.33899999999999997,3071095552.0,0.003,0.01,15.486726,0.395951,5.4448795
HLNG,Höegh LNG Holdings,Energy,30.0,29.7,30.0,86,,2285.4,-0.0033,-0.0581,-0.08810000000000001,-0.1045,-0.2241,5.167000000000001,4263305728.0,0.135,0.45,5.806076999999999,1.002429,0.029949998
HSPG,Høland og Setskog Sparebank,Equity certificates,123.0,123.0,125.0,2,,84.61,,0.025,0.0603,0.0513,0.3904,945.8960000000001,397067712.0,10.693,11.8,0.13003545,0.21214499999999997,0.37978
ICE,Ice Group,Communication services,17.45,17.0,17.5,16,LP,3519.56,-0.0169,-0.0516,-0.1051,-0.1097,,-3.15,7680949760.0,-6.556,,,-0.23909499999999997,-0.68838
IDEX,IDEX Biometrics,Information technology,1.04,1.03,1.04,209,,743.84,0.0097,-0.0058,-0.16449999999999998,-0.1906,-0.7053,0.25,529689312.0,-0.46,-0.27,4.144,1.965991,0.0
INC,Incus Investor,Materials,0.84,0.82,0.89,12,,89.77,0.006,0.08439999999999999,0.0309,0.0437,0.1597,0.252,151344608.0,-0.604,,3.3134918,1.050202,-0.16052
INDUCT-ME,Induct,Information technology,4.02,3.84,4.1,4,,43.12,,,0.0255,-0.1261,-0.1818,,,,,,,
INFRNT,Infront,Financials,23.8,23.0,23.8,13,LP,1033.52,0.0,-0.0165,-0.063,-0.063,0.1368,5.655,1031248256.0,0.636,1.13,4.2086644,-0.697925,-0.15883
INSR,Insr Insurance Group,Financials,6.28,6.1,6.26,9,,930.49,0.0467,-0.0248,-0.0542,-0.1003,-0.1759,2.088,103559432.0,-0.662,0.66,3.0076628,0.23967600000000003,-0.10568
IOX,Interoil Exploration and Production,Energy,3.19,3.11,3.19,163,,487.52,0.14980000000000002,0.0652,0.2791,0.1136,-0.0493,-0.11199999999999999,279969248.0,-0.10099999999999999,0.01,,2.099595,-0.58529
ITE,Itera,Information technology,10.6,10.05,10.7,4,,862.79,0.0,-0.0364,-0.0783,-0.0783,0.4272,0.693,874523392.0,0.5,0.5,15.295815,0.278542,0.07343
JPK-ME,J.P. Kenny Petroleum,Energy,6.0,3.02,,0,,63.88,,,,,,,,,,,,
JIN,Jinhui Shipping and Transportation,Industrials,4.8,4.76,4.8,39,,524.44,-0.0072,-0.0514,-0.1273,-0.0909,-0.4092,2.261,542835904.0,-0.039,0.21,2.1229546000000004,0.644534,-0.06925
JAEREN,Jæren Sparebank,Equity certificates,156.0,157.0,159.0,0,LP,769.46,,,0.006500000000000001,0.0196,0.219,,,,,,,
KAHOOT-ME,Kahoot!,Communication services,77.0,76.8,77.0,490,,9960.68,-0.0077,0.1,0.2582,0.1667,,,,,,,,
KID,Kid,Consumer discretionary,62.2,62.0,63.0,109,,2528.13,0.0163,0.0687,0.26940000000000003,0.2515,0.8321,25.64,3954668032.0,3.734,3.77,2.4258971000000003,0.122201,0.08009
KIT,Kitron,Information technology,10.88,10.86,10.88,197,,1948.65,0.0323,-0.0018,0.0245,-0.0109,0.3828,4.0360000000000005,2693916672.0,0.6990000000000001,0.76,2.6957386000000003,1.25668,0.04007
KCC,Klaveness Combination Carriers,Industrials,44.9,43.4,45.0,1,,2156.41,0.0067,-0.0344,-0.0022,-0.0646,,4.105,2471540992.0,-0.012,,10.937880499999999,,-0.0037799999999999995
KOMP,Komplett Bank,Financials,11.7,11.5,11.7,252,,2154.2,-0.0234,-0.0859,-0.045700000000000005,-0.0625,-0.0426,10.19,1070609920.0,1.659,2.63,1.1481845,0.794188,0.36507
KOA,Kongsberg Automotive,Consumer discretionary,5.6,5.6,5.65,257,,2508.2,-0.0123,-0.041100000000000005,-0.0378,-0.08650000000000001,-0.2821,0.7020000000000001,2576000000.0,0.011000000000000001,1.25,7.9772077,0.987044,0.026189999999999998
KOG,Kongsberg Gruppen,Industrials,146.0,145.3,146.0,361,,26276.1,0.0083,-0.0182,0.0504,0.058,0.2674,70.23899999999999,28722710528.0,4.063,7.02,2.0786173,0.7384609999999999,0.034590002
KVAER,Kværner,Energy,10.42,10.4,10.52,271,,2791.58,0.0068000000000000005,-0.037000000000000005,-0.044,-0.0629,-0.0582,12.640999999999998,482666656.0,1.0490000000000002,0.69,0.8243019,1.182995,0.03443
LAVO-ME,Lavo.tv,Communication services,0.04,0.04,0.04,46,LP,6.44,-0.023,-0.14859999999999998,-0.2639,-0.2933,-0.7618,,,,,,,
LSG,Lerøy Seafood Group,Consumer staples,61.42,61.4,61.42,1700,,36574.13,0.0257,0.023,0.0281,0.0535,-0.0805,26.988000000000003,41543540736.0,2.407,6.14,2.2758262000000005,-0.291497,0.06987
LIFE-ME,Lifecare,Health care,3.3,2.96,3.2,6,,267.05,0.0645,-0.0237,0.0,0.0,-0.4712,0.275,232623888.0,-0.109,,12.0,,0.0
LSTSB-ME,Lillestrøm Sparebank,Equity certificates,126.0,123.0,127.0,0,LP,126.0,,,0.05,0.05,0.2385,,,,,,,
MGN,Magnora,Energy,7.9,7.7,7.9,9,,415.43,-0.0125,-0.0867,0.0533,0.1286,0.3825,1.892,351328096.0,1.3780000000000001,,4.1754756,0.8582989999999999,1.54915
MSEIS,Magseis Fairfield,Energy,4.43,4.43,4.44,38,,820.31,0.0023,-0.0941,-0.0713,-0.2362,-0.7559,1.242,840685696.0,-0.665,0.42,3.5668275,0.520647,-0.23313000000000003
MEDI,Medistim,Health care,210.0,210.0,212.0,76,,3821.76,0.0096,0.0294,0.117,0.0938,2.1212,12.267999999999999,3671143424.0,4.328,2.64,16.628628,-0.152226,0.21677999
MELG,Melhus Sparebank,Equity certificates,140.0,139.0,140.0,3,LP,387.79,0.0072,0.0145,-0.0071,-0.0071,0.2208,383.594,1919091456.0,12.639000000000001,11.7,0.36496922,0.064777,0.42343000000000003
MOWI,Mowi,Consumer staples,224.3,224.1,224.3,2802,,115988.02,0.0251,0.008100000000000001,-0.0311,-0.0171,0.2339,5.5760000000000005,115988021248.0,0.932,15.74,40.225967,-0.162753,0.10637999
MPCC,MPC Container Ships,Industrials,19.6,19.6,19.7,69,LP,1644.48,-0.0249,-0.02,-0.0622,-0.0101,-0.3797,5.0280000000000005,1888958336.0,-0.395,0.34,3.8981705,0.9247209999999999,-0.15909
MULTI,Multiconsult,Industrials,76.0,74.2,76.2,57,,2047.67,0.027000000000000003,0.0383,0.0674,0.0556,0.2974,21.938000000000002,3271042816.0,1.729,5.33,3.4643085,0.391891,0.01354
NAPA,Napatech,Information technology,4.75,4.62,4.75,95,,394.52,-0.0042,0.0463,0.015,0.0171,0.7628,0.397,151584000.0,-0.862,,11.964735000000001,-0.651012,-0.36110002
NATTO,NattoPharma,Consumer staples,7.8,7.6,7.8,7,LP,151.38,-0.025,-0.0488,-0.07139999999999999,0.04,-0.1136,6.1739999999999995,143293760.0,0.23,-0.07,1.2633625,0.7813760000000001,0.038939999999999995
NAVA,Navamedic,Health care,18.9,17.5,18.9,61,,229.5,0.0328,0.0328,-0.0479,0.0216,0.8309000000000001,8.437999999999999,222099024.0,0.131,,2.2398672000000004,0.43076899999999996,0.007359999999999999
NKR,Nekkar,Industrials,2.22,2.19,2.21,29,,234.46,0.0278,0.0326,0.1212,0.08289999999999999,-0.1812,1.699,-55740148.0,1.125,,1.306651,-0.200809,0.5348
NEL,NEL,Industrials,9.8,9.79,9.8,4315,,12848.76,0.0348,-0.0111,0.1487,0.1341,0.8083,1.6019999999999999,11315984384.0,-0.196,-0.06,6.117353400000001,0.090688,-0.48402
NEXT,NEXT Biometrics Group,Information technology,4.01,4.01,4.1,61,,171.94,0.0139,-0.0255,0.0088,0.1125,-0.7683,4.336,49222952.0,-4.612,-6.1,0.9236624,2.615384,-1.49009
NISB-ME,Nidaros Sparebank,Equity certificates,128.0,123.0,130.0,0,LP,143.24,,,,0.1429,,,,,,,,
NORBIT,NORBIT,Information technology,20.0,19.87,19.9,33,LP,1135.74,0.0152,0.0025,0.0385,0.0,,7.3389999999999995,1150914304.0,7.777,,2.6842895,,0.09817999599999999
NOM,Nordic Mining,Materials,3.4,3.4,3.44,198,,573.89,0.0149,0.1724,0.6114,0.5888,0.4882,1.061,556764032.0,0.142,-0.18,3.204524,1.452631,0.0
NANO,Nordic Nanovector,Health care,26.54,26.28,26.68,462,,1755.44,0.0068000000000000005,-0.0199,-0.1804,-0.1638,-0.473,5.394,1124622720.0,-7.252999999999999,-7.96,4.920282,0.020242,0.0
NOD,Nordic Semiconductor,Information technology,61.0,60.95,61.0,1325,,10715.36,0.0383,0.1021,0.1051,0.0952,1.0926,1.285,10627128320.0,0.002,0.08,47.470818,1.371659,0.00118
NHY,Norsk Hydro,Materials,30.46,30.45,30.46,3844,,62371.38,-0.0046,-0.0463,-0.0688,-0.0668,-0.1956,39.196999999999996,81302077440.0,-0.991,3.72,0.77710027,0.686639,-0.013280000000000002
NSKOG,Norske Skog,Materials,42.0,41.63,42.0,240,,3465.0,0.0243,0.0067,-0.0233,-0.0389,,68.473,4317000192.0,30.435,,0.61338043,,0.1975
NORTH,North Energy,Energy,1.42,1.42,1.42,29,,166.5,-0.006999999999999999,0.0558,0.0519,-0.0779,-0.0345,2.6,-49842736.0,-0.34,-0.93,0.54615384,0.42591,0.0
NODL,Northern Drilling,Energy,17.66,17.66,17.9,223,,1899.44,-0.040199999999999986,-0.099,-0.1427,-0.1448,-0.6846,,,,,,,
NRS,Norway Royal Salmon,Consumer staples,235.6,235.4,235.6,985,,10232.43,0.0086,-0.0584,-0.0192,-0.0151,0.2136,51.386,11210608640.0,7.29,18.5,4.5849066,-0.14898699999999998,0.055609997
NAS,Norwegian Air Shuttle,Industrials,38.2,38.2,38.23,3436,,6247.88,-0.0073,-0.0956,0.0269,0.0119,-0.625,38.345,65987481600.0,-26.875999999999998,-20.18,0.9962184999999999,0.9295540000000001,-0.062220000000000004
NOR,Norwegian Energy Company,Energy,234.0,231.5,233.5,71,LP,5674.29,0.0174,0.0241,0.0218,0.0377,0.0174,22.771,6514468864.0,6.372999999999999,17.14,10.276228999999999,-0.22348099999999999,0.98460996
NOFI,Norwegian Finans Holding,Financials,94.95,94.95,95.2,930,,17726.67,0.0042,-0.014,0.0037,-0.0037,0.35840000000000005,48.153999999999996,20321607680.0,10.38,10.7,1.9717988000000002,0.703643,0.50078
NPRO,Norwegian Property,Real estate,13.75,13.75,14.35,71,,6787.35,-0.0451,-0.0517,-0.0179,-0.0108,0.2809,15.937999999999999,14378752000.0,1.5419999999999998,0.47,0.86271805,0.245344,1.1075
NRC,NRC Group,Industrials,52.9,52.8,52.9,265,,2857.82,0.0173,0.0173,-0.0382,-0.0736,-0.1734,37.817,5023823872.0,-2.02,6.83,1.3988417,-0.0834,-0.0189
NTS,NTS,Industrials,67.5,65.5,67.5,15,,4911.02,0.0,0.046500000000000014,0.0547,0.125,0.14429999999999998,34.567,7594870784.0,4.085,6.33,1.9527294999999998,0.085637,0.17006999
OBSERV,Observe Medical,Health care,10.62,10.7,10.79,19,,162.94,-0.0518,0.062,-0.0518,-0.1076,,0.805,159717328.0,,,13.192545999999998,,0.0
OCY,Ocean Yield,Energy,48.35,48.35,48.5,323,,8465.35,0.0021,-0.0183,0.0,0.0073,-0.0991,5.05,9511966720.0,-0.631,0.67,9.574257000000001,0.619433,-0.39233002
OTS,Oceanteam,Energy,4.89,4.89,5.1,7,,167.29,0.0041,0.0145,-0.0774,-0.002,-0.4127,1.786,221687056.0,0.015,,2.7379618,1.434817,0.023039998
ODL,Odfjell Drilling,Energy,25.04,25.02,25.18,652,,5929.05,0.0024,-0.076,-0.2444,-0.2347,0.0241,4.391,7249392128.0,0.166,0.14,5.702573999999999,1.150607,0.06365
ODF,Odfjell ser. A,Industrials,29.7,29.5,29.9,12,LP,1782.6,0.05690000000000001,0.0277,0.1336,0.1208,0.0206,7.047000000000001,3541390080.0,-0.9420000000000001,-0.2,4.214559599999999,0.017004,-0.08463999999999999
ODFB,Odfjell ser. B,Industrials,29.0,28.2,29.0,3,LP,543.93,0.0069,0.0,0.1154,0.1069,0.0357,7.047000000000001,3486299904.0,-0.9420000000000001,,4.1152263,0.017004,-0.08463999999999999
OKEA,OKEA,Energy,18.28,17.9,18.34,37,,1865.73,-0.0087,0.0099,0.1079,0.0446,,16.487000000000002,2898998784.0,-1.5319999999999998,,1.1087524,,-0.048210002
OET,Okeanis Eco Tankers,Energy,101.0,101.0,102.0,241,,3306.72,-0.0194,-0.0818,-0.0098,-0.0561,0.5538000000000001,9.897,3977867264.0,-0.262,,10.205112,,-0.0864
OLT,Olav Thon Eiendomsselskap,Real estate,172.6,170.4,172.8,116,,17885.36,0.0153,0.0274,0.0461,0.0286,0.25920000000000004,256.39099999999996,41572360192.0,17.791,13.47,0.6731906,0.76923,0.47623999999999994
ORK,Orkla,Consumer staples,88.74,88.72,88.74,2680,,88767.14,0.0116,0.0137,-0.0166,-0.0025,0.3066,33.427,97450631168.0,3.299,3.88,2.6547403,0.08502,0.07752
OTELLO,Otello Corporation,Communication services,16.92,16.9,16.92,71,,2333.82,0.0132,0.0406,0.0393,0.0575,0.2627,2.485,2331660032.0,-0.6759999999999999,-0.05,6.808853599999999,0.037246,-0.39376998
PEN,Panoro Energy,Energy,19.48,19.14,19.48,302,,1336.98,0.0253,-0.0191,-0.1166,-0.1493,0.2447,0.855,1234475136.0,0.091,-0.05,22.783625,1.348178,0.13368
PARB,Pareto Bank,Financials,46.6,46.5,46.8,478,,3255.09,0.0379,0.0591,0.2394,0.2073,0.2779,45.028,7946038784.0,5.315,5.72,0.97716975,0.8469629999999999,0.5938100000000001
PCIB,PCI Biotech Holding,Health care,66.4,66.2,66.4,284,,2474.46,0.0091,-0.006,-0.08410000000000001,-0.1343,1.4547,7.485,2191473152.0,-1.8430000000000002,-2.92,8.871075999999999,-0.387044,0.0
PSE,Petrolia,Energy,2.86,2.68,2.86,4,,169.12,,0.0214,0.0672,-0.0467,-0.1227,0.7140000000000001,176678624.0,0.09,,4.0056024,-0.058299000000000004,0.09061
PNOR,PetroNor E&P Limited,Energy,1.01,0.99,1.01,60,,981.19,0.02,0.0024,0.0507,-0.01,-0.0337,,,,,,,
