ticker,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,beta,beta3Year,bookValue,category,dateShortInterest,earningsQuarterlyGrowth,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,fundFamily,fundInceptionDate,heldPercentInsiders,heldPercentInstitutions,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,revenueQuarterlyGrowth,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,threeYearAverageReturn,totalAssets,trailingEps,yield,ytdReturn
INFRNT,0.05981314,0.20719647,,,-0.697925,,5.655,,,,,,1039914240,,31164497,1.13,,,-,,,,,1546214400,-,,,1,,,1569801600,,1609372800,,2,4.244032,,-0.15883,,43425400,,,-,,,,,,0.636,,
ORK,0.35346365,0.20719647,,,0.08502,,33.427,,,-0.094,15.468,2.321,98826133504,,497183445,3.88,,,-,,,,,1546214400,2007-04-20,5:1,,1,,,1569801600,3300999936,1609372800,,2,2.73671,,0.07752,,1000310016,,,-,,,,,,3.299,,
SBTE,0.12931037,0.20719647,,,,,313.526,,,0,,10.165,7386720768,,10184879,,,,-,,,,,1546214400,-,,,1,,,1569801600,125360000,1609372800,,2,0.42420724,,0.42771998,,10898600,,,-,,,,,,15.338,,
EPR,0.1942755,0.20719647,,,0.711797,,11.927,,,-0.053,13.841,1.459,9097738240,,164198646,2.59,,,-,,,,,1577750400,-,,,1,,,1577750400,375342016,1640908800,,2,2.815461,,0.06021,,165819008,,,-,,,,,,2.264,,
NEXT,-0.60666025,0.20719647,,,2.615384,,4.336,,,,-0.335,0.449,46861772,,33598756,-6.1,,,-,,,,,1546214400,-,,,1,,,1569801600,-155683008,1609372800,,4,0.92250925,,-1.49009,,42930600,,,-,,,,,,-4.612,,
SAS NOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,0.23928571,0.20719647,,,0.221862,,18.257,,,0.059,14.85,0.865,18815227904,,38341999,8.39,,,-,,,,,1546214400,2010-01-18,5:1,,1,,,1569801600,899000000,1609372800,,2,9.475818,,0.04131,,103042000,,,-,,,,,,8.995,,
ODFB,-0.014388502,0.20719647,,,0.017004,,7.047,,,,27.758,3.885,3407600128,,22989844,,,,-,,,,,1546214400,2005-05-06,2:1,,1,,,1569801600,-74234000,1609372800,,2,3.973322,,-0.08464,,18756200,,,-,,,,,,-0.942,,
SBLK,0.15328467,0.20719647,,,1.678601,,16.178,,,-0.777,41.187,10.929,8548202496,,42027870,,,,-,,,,,1546214400,-,,,1,,,1569801600,-27985000,1609372800,,2,5.0315247,,-0.03578,,95709104,,,-,,,,,,-0.303,,
MELG,0.12903225,0.20719647,,,0.064777,,383.594,,,0.051,,9.1,1919091456,,1667734,11.7,,,-,,,,,1546214400,-,,,1,,,1569801600,36858000,1609372800,,2,0.36496922,,0.42343,,2776220,,,-,,,,,,12.639,,
AVANCE,2.7037036,0.20719647,,,1.595951,,5.842,,,,40.359,17.22,3484984064,,44488200,0.32,,,-,,,,,1546214400,-,,,1,,,1569801600,16369000,1609372800,,2,8.44745,,0.08088,,63694100,,,-,,,,,,0.256,,
SKUE,0.29927003,0.20719647,,,0.143319,,575.341,,,0.535,,3.87,958056000,,1365283,18.82,,,-,,,,,1546214400,-,,,1,,,1569801600,40531000,1609372800,,2,0.31285793,,0.42544997,,1900000,,,-,,,,,,21.346,,
QEC,-0.17903227,0.20719647,,,2.017214,,0.332,,,,,,641860480,,411655092,0.16,,,-,,,,,1546214400,-,,,1,,,1569801600,,1609372800,,4,4.650603,,0.45273,,427907008,,,-,,,,,,-0.038,,
HEX,0.20981395,0.20719647,,,0.4834,,11.922,,,0.704,34.028,2.682,7781366272,,91248972,0.88,,,-,,,,,1546214400,-,,,1,,,1569801600,119872000,1609372800,,2,3.048985,,0.04132,,181316000,,,-,,,,,,0.7,,
KIT,0.22093022,0.20719647,,,1.25668,,4.036,,,0.129,10.086,0.822,2588355072,,167920083,0.76,,,-,,,,,1546214400,-,,,1,,,1569801600,126180000,1609372800,,2,2.591675,,0.04007,,179104000,,,-,,,,,,0.699,,
MOWI,0.17518628,0.20719647,,,-0.162753,,5.576,,,,,,112471662592,,439466861,15.74,,,-,,,,,1546214400,2014-01-21,1:10,,1,,,1569801600,,1609372800,,2,39.185795,,0.10637999,,517007008,,,-,,,,,,0.932,,
AKSO,-0.5932368,0.20719647,,,0.990283,,27.241,,,-0.404,7.313,0.434,12519900160,,142962300,2.33,,,-,,,,,1546214400,2007-03-30,1:5,,1,,,1569801600,357000000,1609372800,,2,0.70812386,,0.01237,,270851008,,,-,,,,,,1.317,,
GIG,-0.6896918,0.20719647,,,1.026232,,1.355,,,,,,535533472,,35573824,0.1,,,-,,,,,1546214400,2018-12-19,1:10,,1,,,1569801600,,1609372800,,2,4.3542438,,-0.25417998,,90005600,,,-,,,,,,-0.08,,
TEL,0.010658264,0.20719647,,,0.281781,,26.731,,,0.462,8.255,3.178,361257664512,,628437843,10,,,-,,,,,1577750400,-,,,1,,,1577750400,8514999808,1640908800,,2,6.090307,,0.06838,,1422659968,,,-,,,,,,5.4,,
BEL,0.5821152,0.20719647,,,0.323076,,0.718,,,,60.26,11.333,1644564736,,37333420,0.08,,,-,,,,,1546214400,-,,,1,,,1569801600,15981000,1609372800,,2,9.749304,,0.11013,,211676992,,,-,,,,,,0.085,,
COV,0.6503267,0.20719647,,,0.5417,,0.808,,,8.632,,,773675008,,2063546,0.26,,,-,,,,,1546214400,-,,,1,,,1569801600,,1609372800,,2,124.99999,,0.14269,,7736750,,,-,,,,,,-0.033,,
SSG,0.73109233,0.20719647,,,1.043373,,11.874,,,0.03,21.97,11.503,2936924672,,20505819,0.88,,,-,,,,,1546214400,-,,,1,,,1569801600,81585000,1609372800,,2,2.6023245,,0.31954,,82617200,,,-,,,,,,1.165,,
FKRAFT,0.88219166,0.20719647,,,,,8.497,,,0.303,14.416,0.892,6471332352,,69878710,,,,-,,,,,1546214400,-,,,1,,,1569801600,315863008,1609372800,,2,8.085206,,0.04354,,104496000,,,-,,,,,,2.986,,
HSPG,0.33653843,0.20719647,,,0.212145,,945.896,,,-0.031,,2.959,404634592,,446385,11.8,,,-,,,,,1546214400,-,,,1,,,1569801600,7356000,1609372800,,2,0.14695062,,0.37978,,687900,,,-,,,,,,10.693,,
LIFE-ME,0.8928572,0.20719647,,,,,0.275,,,,,510.469,239095984,,,,,,-,,,,,1546214400,2019-02-07,1:4,,1,,,1561852800,-9576239,1609372800,,4,11.563637,,0,,80901200,,,-,,,,,,-0.109,,
PROTCT,-0.15831667,0.20719647,,,0.71417,,24.198,,,,-19.643,1.219,4492039168,,69963680,4.44,,,-,,,,,1546214400,-,,,1,,,1569801600,-253631008,1609372800,,2,1.7670882,,-0.092939995,,81761904,,,-,,,,,,-4.084,,
FLNG,-0.29727268,0.20719647,,,0.142729,,15.168,,,-0.603,69.37,45.828,4769524224,,29379883,0.14,,,-,,,,,1546214400,2019-03-11,1:10,,1,,,1569801600,8349000,1609372800,,2,4.99077,,0.08022001,,54110600,,,-,,,,,,0.15,,
AKA,-0.32030076,0.20719647,,,0.4834,,15.938,,,,12.848,0.992,4856487936,,136630586,0.4,,,-,,,,,1546214400,2007-03-30,5:1,,1,,,1569801600,-278000000,1609372800,,2,0.5671979,,-0.10441,,271609984,,,-,,,,,,-1.881,,
EMAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRVX,-0.0766446,0.20719647,,,2.093927,,5.233,,,,-3,18066.81,433603456,,45072721,-2.85,,,-,,,,,1546214400,-,,,1,,,1569801600,-153482000,1609372800,,2,1.4332124,,0,,76011296,,,-,,,,,,-2.643,,
SALM,0.030825019,0.20719647,,,-0.31336,,73.818,,,-0.78,12.894,4.502,54614085632,,105151662,28.73,,,-,,,,,1546214400,-,,,1,,,1569801600,2986612992,1609372800,,2,6.1258774,,0.24618,,112922000,,,-,,,,,,26.429,,
RISH,0.057471275,0.20719647,,,0.533603,,21.008,,,,20.891,7.604,1737033088,,5049248,,,,-,,,,,1546214400,2007-04-13,10:1,,1,,,1569801600,276171008,1609372800,,2,0.4379284,,1.2089,,86032496,,,-,,,,,,3.461,,
RING,0.14705884,0.20719647,,,0.279352,,237.269,,,-0.007,,7.67,6816689152,,4463652,21.24,,,-,,,,,1546214400,-,,,1,,,1569801600,421420992,1609372800,,2,0.9862224,,0.48712003,,15650400,,,-,,,,,,26.918,,
SUBC,0.04878807,0.20719647,,,1.339271,,18.156,,,-0.429,55.567,7.906,29967456256,,214111963,0.25,,,-,,,,,1546214400,-,,,1,,,1569801600,90100000,1609372800,,2,5.6730556,,0.02377,,298835008,,,-,,,,,,0.29,,
STORM,-0.43846148,0.20719647,,,0.812145,,0.467,,,,-158.295,19.682,44480920,,5022360,0.09,,,-,,,,,1546214400,2019-07-10,1:10,,1,,,1561852800,9000,1609372800,,4,6.2526765,,0.00398,,8834560,,,-,,,,,,0.001,,
SATS,Infinity,0.20719647,,,,,-0.971,,,-0.404,17.344,2.184,8311587840,,27034355,,,,-,,,,,1546214400,-,,,1,,,1569801600,19347000,1609372800,,2,,,0.00508,,0,,,-,,,,,,0.172,,
JIN,-0.36375487,0.20719647,,,0.644534,,2.261,,,,39.693,8.994,549391488,,41890971,0.21,,,-,,,,,1546214400,-,,,1,,,1569801600,-4230000,1609372800,,4,2.1671827,,-0.06925,,109259000,,,-,,,,,,-0.039,,
CRAYON,2.8444686,0.20719647,,,1.40325,,7.898,,,,34.038,0.452,5523998208,,30143187,1.07,,,-,,,,,1546214400,-,,,1,,,1569801600,25424000,1609372800,,2,9.116232,,0.00208,,76550000,,,-,,,,,,0.329,,
ATEA,-0.021001637,0.20719647,,,0.295546,,25.71,,,0.467,15.013,0.417,15267800064,,81851525,6.93,,,-,,,,,1546214400,2006-06-02,1:10,,1,,,1569801600,516000000,1609372800,,2,4.402956,,0.014090001,,109701000,,,-,,,,,,4.684,,
HYARD,-0.6970588,0.20719647,,,-0.102834,,6.653,,,,-5.442,0.314,917547584,,7737999,,,,-,,,,,1546214400,-,,,1,,,1561852800,-215399008,1609372800,,4,0.4509244,,-0.07383,,24726000,,,-,,,,,,-8.68,,
NATTO,0.017647028,0.20719647,,,0.781376,,6.174,,,,20.233,1.305,156014720,,7888263,-0.07,,,-,,,,,1546214400,2011-11-03,1:100,,1,,,1569801600,4654000,1609372800,,2,1.457726,,0.03894,,19407800,,,-,,,,,,0.23,,
ASC,-0.087500036,0.20719647,,,0.82753,,1.442,,,0.45,,1.399,1550584448,,367554416,0.43,,,-,,,,,1546214400,-,,,1,,,1569801600,152487008,1609372800,,4,2.7669902,,0.13757,,456668992,,,-,,,,,,0.305,,
SDSD,0.0707804,0.20719647,,,0.583805,,0.207,,,,,57.951,647254144,,318680624,0.02,,,-,,,,,1546214400,2017-05-05,1:3,,1,,,1569801600,9672000,1609372800,,4,5.7246375,,0.86597,,576025984,,,-,,,,,,0.017,,
FIVEPG,-0.7278571,0.20719647,,,1.302454,,0.174,,,,,,20788320,,28674023,,,,-,,,,,1546214400,2017-11-29,1:5,,1,,,1561852800,,1609372800,,4,2.1609194,,0,,53736000,,,-,,,,,,-0.118,,
INSR,-0.18666667,0.20719647,,,0.239676,,2.088,,,,-3.439,0.117,97632736,,124509399,0.66,,,-,,,,,1546214400,2016-10-19,1:10,,1,,,1569801600,-57113000,1609372800,,2,2.9022987,,-0.10568,,148167008,,,-,,,,,,-0.662,,
DOF,-0.6272,0.20719647,,,2.277732,,5.291,,,,13.548,3.335,20417208320,,114226028,0.85,,,-,,,,,1546214400,2018-05-25,1:10,,1,,,1569801600,-2596999936,1609372800,,4,0.26460028,,-0.42414,,307763008,,,-,,,,,,-8.632,,
GEOS-ME,-0.46153843,0.20719647,,,,,8.675,,,-0.979,56.606,5.603,373500992,,23181459,,,,-,,,,,1546214400,-,,,1,,,1561852800,-18102084,1609372800,,4,0.4034582,,-0.27154,,35415900,,,-,,,,,,-0.618,,
BIOTEC,1.1103449,0.20719647,,,0.276923,,0.951,,,,-112.807,4.812,406106720,,25312385,-0.04,,,-,,,,,1577750400,-,,,1,,,1577750400,-6092000,1640908800,,2,9.652997,,-0.07218,,48334700,,,-,,,,,,-0.13,,
ZENA-ME,-0.545,0.20719647,,,1.469483,,,,,,,,87981184,,294943113,,,,-,,,,,1553990400,-,,,1,,,1569801600,,1617148800,,4,,,-1.65454,,451544000,,,-,,,,,,,,
NODL,-0.73880595,0.20719647,,,0.973434,,6.612,,,,,,2012182144,,65895249,-0.27,,,-,,,,,1546214400,-,,,1,,,1569801600,-2903000,1609372800,,2,2.15366,,0,,107556000,,,-,,,,,,-0.027,,
SPOG,-0.02439028,0.20719647,,,0.102834,,195.835,,,-0.312,,35.709,23742693376,,16181310,5.06,,,-,,,,,1546214400,-,,,1,,,1569801600,91300000,1609372800,,2,0.28697628,,0.42578,,20731200,,,-,,,,,,4.4,,
INC,0.19444442,0.20719647,,,1.050202,,0.252,,,,-10.336,0.376,154019600,,39933298,,,,-,,,,,1546214400,2015-07-14,1:10,,1,,,1569801600,27022000,1609372800,,4,3.4126985,,-0.16052,,107511000,,,-,,,,,,-0.604,,
AKERBP,-0.042432845,0.20719647,,,1.217004,,6.792,,,,46.456,30.275,98336768000,,107413688,,,,-,,,,,1546214400,2009-12-23,1:1,,1,,,1569801600,93021000,1609372800,,2,40.459362,,0.02864,,360113984,,,-,,,,,,0.258,,
CARA,Infinity,0.20719647,,,0.202429,,2.115,,,3.717,44.489,10.108,441068000,,13241402,,,,-,,,,,1546214400,2019-05-23,1:4,,1,,,1569801600,608000,1609372800,,2,5.2955084,,0.01393,,40633800,,,-,,,,,,0.015,,
SPOL,0.14186049,0.20719647,,,0.504906,,135.354,,,0.136,,11.873,50043486208,,54011431,8.88,,,-,,,,,1546214400,-,,,1,,,1569801600,1382000000,1609372800,,2,0.7262438,,0.46382,,115830000,,,-,,,,,,11.354,,
ULTIMO,Infinity,0.20719647,,,,,16.77,,,,-26.341,,1329897984,,11445888,,,,-,,,,,1546214400,-,,,1,,,1569801600,-48498000,1609372800,,2,4.2933807,,0,,27860400,,,-,,,,,,-2.429,,
MING,0.13966477,0.20719647,,,0.588663,,144.75,,,-0.002,,6.352,37459382272,,131172446,9.67,,,-,,,,,1546214400,2009-03-27,6:5,,1,,,1569801600,1620000000,1609372800,,2,0.71019,,0.43547,,129836000,,,-,,,,,,12.505,,
SADG,0.10483873,0.20719647,,,0.372469,,128.919,,,0.287,,16.741,9749624832,,12140162,6.03,,,-,,,,,1546214400,-,,,1,,,1569801600,177188992,1609372800,,2,0.53909814,,0.46565,,22996300,,,-,,,,,,7.698,,
INDUCT-ME,Infinity,0.20719647,,,2.850305,,0.16,,,,-4.747,3.403,48783196,,4339586,,,,-,,,,,1546214400,-,,,1,,,1569801600,-11827625,1609372800,,4,26.875002,,-0.82512003,,10910000,,,-,,,,,,-1.399,,
SIOFF,-0.2531646,0.20719647,,,0.578947,,0.432,,,,22.405,7.471,2199549952,,27054854,-0.02,,,-,,,,,1546214400,-,,,1,,,1569801600,-86782000,1609372800,,4,2.7083333,,-0.27688998,,934739008,,,-,,,,,,-0.087,,
FJORD,-0.12100452,0.20719647,,,0.913443,,22.66,,,-0.406,9.516,2.821,7738075648,,22566581,3.51,,,-,,,,,1546214400,-,,,1,,,1569801600,348492992,1609372800,,2,1.6813768,,0.12706,,99909600,,,-,,,,,,3.485,,
WWI,0.011273146,0.20719647,,,1.217813,,40.061,,,,72.339,9.172,7667978240,,22553189,2.77,,,-,,,,,1546214400,2004-10-14,2:1,,1,,,1569801600,70000000,1609372800,,2,3.9065425,,0.083730005,,34000000,,,-,,,,,,1.508,,
ICE,Infinity,0.20719647,,,-0.239095,,-3.15,,,,-18.503,4.331,7570257920,,93961258,,,,-,,,,,1546214400,-,,,1,,,1569801600,-1202930048,1609372800,,2,,,-0.68838,,201488992,,,-,,,,,,-6.556,,
NRS,0.1531421,0.20719647,,,-0.148987,,51.386,,,,11.562,1.97,11210608640,,12804439,18.5,,,-,,,,,1546214400,2019-06-07,1:1,,1,,,1569801600,402537984,1609372800,,2,4.6783166,,0.055609997,,43431400,,,-,,,,,,7.29,,
NISB-ME,Infinity,0.20719647,,,,,,,,0.457,,,,,,,,,-,,,,,1546214400,-,,,1,,,1569801600,28907000,1609372800,,2,,,0.31968,,,,,-,,,,,,,,
ABT,0,0.20719647,,,0.971659,,1.923,,,,-1.594,21.366,27516278,,4363739,-0.54,,,-,,,,,1546214400,2011-06-27,1:20,,1,,,1561852800,-18216404,1609372800,,4,1.352054,,0,,6956810,,,-,,,,,,-1.941,,
PCIB,1.2639406,0.20719647,,,-0.387044,,7.485,,,,-25.601,193.863,1986510720,,26608218,-2.92,,,-,,,,,1546214400,-,,,1,,,1569801600,-68133000,1609372800,,2,8.029392,,0,,37265900,,,-,,,,,,-1.843,,
AUSS,-0.17187506,0.20719647,,,-0.378947,,58.968,,,,11.448,1.485,34109933568,,85353419,,,,-,,,,,1546214400,-,,,1,,,1569801600,1153472000,1609372800,,2,1.5296432,,0.050219998,,201824000,,,-,,,,,,5.713,,
AVM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXA,-0.16438359,0.20719647,,,2.759514,,1.968,,,2.521,,,2766039296,,87340021,0.25,,,-,,,,,1546214400,2018-05-31,1:10,,1,,,1569801600,,1609372800,,2,8.790649,,0.05566,,155395008,,,-,,,,,,-0.004,,
AKER,-0.1317957,0.20719647,,,1.015384,,260.459,,,,25.966,2.008,90672234496,,22384614,26.25,,,-,,,,,1546214400,-,,,1,,,1561852800,-1014000000,1609372800,,2,2.054066,,-0.008169999,,74278200,,,-,,,,,,-4.968,,
ZWIPE-ME,Infinity,0.20719647,,,,,5.02,,,,-0.414,15.802,30766036,,11692643,,,,-,,,,,1546214400,-,,,1,,,1561852800,-78317000,1609372800,,2,1.185259,,0,,25525300,,,-,,,,,,-4.911,,
NOD,0.9516666,0.20719647,,,1.371659,,1.285,,,-0.198,957.665,38.15,10162737152,,169113787,0.08,,,-,,,,,1546214400,2010-06-15,5:1,,1,,,1569801600,314000,1609372800,,2,45.52529,,0.00118,,175662000,,,-,,,,,,0.002,,
ODF,-0.03146851,0.20719647,,,0.017004,,7.047,,,,27.374,3.832,3360379904,,22989844,-0.2,,,-,,,,,1546214400,2005-05-06,2:1,,1,,,1569801600,-74234000,1609372800,,2,3.973322,,-0.08464,,60020300,,,-,,,,,,-0.942,,
LSTSB-ME,Infinity,0.20719647,,,0.247384,,877.957,,,0.245,,15.235,2766230016,,524910,,,,-,,,,,1546214400,-,,,1,,,1569801600,90434000,1609372800,,2,0.14807104,,0.49807,,1000000,,,-,,,,,,90.434,,
SNOR,0.05607474,0.20719647,,,0.028112,,959.937,,,0.458,,4.61,2337295104,,1254822,11.46,,,-,,,,,1546214400,-,,,1,,,1569801600,35741000,1609372800,,2,0.11771606,,0.43717998,,2243480,,,-,,,,,,16.038,,
BOR,0.015873075,0.20719647,,,0.857489,,56.58,,,0.335,16.36,1.312,1148150400,,1690619,-4.23,,,-,,,,,1546214400,-,,,1,,,1569801600,5430000,1609372800,,2,0.33934253,,0.0062,,12689200,,,-,,,,,,0.904,,
MSEIS,-0.77934784,0.20719647,,,0.520647,,1.242,,,,17.469,1.681,775876032,,126082656,0.42,,,-,,,,,1546214400,-,,,1,,,1569801600,-107574000,1609372800,,4,3.3735912,,-0.23313,,185167008,,,-,,,,,,-0.665,,
PPG PREF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBANK,-0.11898738,0.20719647,,,0.863805,,62.118,,,0.221,,17.872,28811388928,,78484838,7.29,,,-,,,,,1546214400,-,,,1,,,1569801600,686716992,1609372800,,2,1.1397663,,0.42597,,106869000,,,-,,,,,,6.426,,
HUNT,0.3593681,0.20719647,,,0.395951,,0.339,,,,3142.596,7772.041,2556146688,,352414987,0.01,,,-,,,,,1546214400,2017-12-08,1:10,,1,,,1569801600,1185250,1609372800,,4,12.994102,,5.4448795,,575361984,,,-,,,,,,0.003,,
LSG,-0.13323617,0.20719647,,,-0.291497,,26.988,,,,17.898,1.955,40126308352,,281511241,6.14,,,-,,,,,1546214400,2017-05-24,10:1,,1,,,1569801600,1434201984,1609372800,,2,2.2039423,,0.06987,,595475968,,,-,,,,,,2.407,,
SAGA,0.03960395,0.20719647,,,0.2,,1.162,,,,23.097,6.988,222865824,,27306973,,,,-,,,,,1546214400,-,,,1,,,1569801600,-74573000,1609372800,,4,0.9294321,,-2.33837,,266150000,,,-,,,,,,-0.283,,
VOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRS,-0.82550335,0.20719647,,,0.643724,,0.161,,,,11.059,5.319,1442109696,,85019089,-0.95,,,-,,,,,1546214400,2016-12-06,1:100,,1,,,1569801600,-412400000,1609372800,,4,15.590062,,-1.5212101,,81864200,,,-,,,,,,-4.461,,
GOGL,-0.0065268874,0.20719647,,,1.943054,,10.425,,,0.04,35.184,11.486,7370639872,,92784413,,,,-,,,,,1546214400,2016-08-01,1:5,,1,,,1569801600,19734000,1609372800,,2,4.111271,,0.03075,,143278000,,,-,,,,,,0.138,,
RIVER-ME,-0.44,0.20719647,,,,,,,,,,,263871696,,9915544,,,,-,,,,,1546214400,-,,,1,,,1561852800,,1609372800,,2,,,-2.16699,,19016700,,,-,,,,,,,,
FUNCOM,0.30666876,0.20719647,,,0.675303,,0.582,,,,202.741,45.56,1293688448,,26855687,,,,-,,,,,1546214400,2018-02-01,1:5,,1,,,1569801600,1324000,1609372800,,2,29.0378,,0.046630003,,77287000,,,-,,,,,,0.013,,
TIETOO,Infinity,0.20719647,,,0.476923,,,,,-0.339,,,22240251904,,46755545,,,,-,,,,,1546214400,-,,,1,,,1569801600,,1609372800,,2,,,0.0636,,118254000,,,-,,,,,,,,
ROM,0.07619047,0.20719647,,,-0.707578,,0.574,,,,,,93491192,,9138143,,,,-,,,,,1546214400,2013-12-18,1:2,,1,,,1569801600,,1609372800,,4,3.9372823,,0,,41367800,,,-,,,,,,0.041,,
HELG,0.22222221,0.20719647,,,0.464777,,166.53,,,0.177,,24.602,13112822784,,11655923,10.32,,,-,,,,,1546214400,2010-04-06,2:1,,1,,,1569801600,128090000,1609372800,,2,0.52543086,,0.34146,,20861100,,,-,,,,,,6.1,,
BGBIO,-0.23979098,0.20719647,,,1.236059,,4.526,,,,-4.359,77.398,852692224,,38002465,-3.85,,,-,,,,,1546214400,-,,,1,,,1569801600,-192764992,1609372800,,2,4.1714535,,0,,61076600,,,-,,,,,,-3.499,,
KOA,-0.2997312,0.20719647,,,0.987044,,0.702,,,1.048,,,2355200000,,340280400,1.25,,,-,,,,,1546214400,-,,,1,,,1569801600,,1609372800,,2,7.4786325,,0.02619,,447892992,,,-,,,,,,0.011,,
RAKP,-0.2650177,0.20719647,,,0.891497,,2.94,,,0.758,6.118,4.354,4396557312,,85089123,,,,-,,,,,1546214400,-,,,1,,,1561852800,184500000,1609372800,,2,3.5884354,,0.18273,,178598000,,,-,,,,,,0.593,,
AQUA,0.044185996,0.20719647,,,0.809716,,0.604,,,,309.568,3.735,171190928,,12853761,0.14,,,-,,,,,1546214400,-,,,1,,,1569801600,11301000,1609372800,,4,7.433775,,0.24655001,,70316400,,,-,,,,,,0.057,,
BRA-ME,-0.9673684,0.20719647,,,0.888663,,1.69,,,,,0.837,170284080,,345199109,,,,-,,,,,1546214400,-,,,1,,,1569801600,6903000,1609372800,,4,0.35502958,,0.033940002,,495919008,,,-,,,,,,0.014,,
SOGN,-0.009433985,0.20719647,,,-0.0834,,1411.696,,,3.58,,-5.571,-742926016,,382017,,,,-,,,,,1546214400,-,,,1,,,1569801600,4659000,1609372800,,2,0.07579535,,0.26904,,632500,,,-,,,,,,7.366,,
SDRL,-0.81828105,0.20719647,,,,,18.559,,,,20.265,6.377,7173978112,,62858217,,,,-,,,,,1546214400,-,,,1,,,1569801600,-1382000000,1609372800,,2,0.7516569,,-1.22844,,100224000,,,-,,,,,,-13.897,,
VISTIN,0.056179762,0.20719647,,,0.612826,,9.203,,,,5.114,0.247,52400736,,22393576,1.17,,,-,,,,,1546214400,-,,,1,,,1569801600,3623000,1609372800,,2,0.8584157,,-0.00909,,44344600,,,-,,,,,,-0.043,,
OET,Infinity,0.20719647,,,,,9.897,,,,81.177,35.504,3519509504,,8313958,,,,-,,,,,1546214400,-,,,1,,,1569801600,-8564631,1609372800,,2,8.891583,,-0.0864,,32739900,,,-,,,,,,-0.262,,
KCC,Infinity,0.20719647,,,,,4.105,,,0.178,94.521,19.642,2450940928,,11578745,,,,-,,,,,1546214400,-,,,1,,,1569801600,-472000,1609372800,,2,10.840439,,-0.00378,,48027000,,,-,,,,,,-0.012,,
KAHOOT-ME,Infinity,0.20719647,,,,,3.202,,,,-133.628,304.833,8299671552,,15508562,,,,-,,,,,1546214400,-,,,1,,,,-55137776,1609372800,,2,22.485947,,-2.02512,,129359000,,,-,,,,,,-0.476,,
ADE,Infinity,0.20719647,,,,,,,,0.555,,,82418892800,,232836783,,,,-,,,,,1546214400,-,,,1,,,1569801600,,1609372800,,2,,,0.04859,,684947968,,,-,,,,,,,,
NORTH,-0.19261825,0.20719647,,,0.42591,,2.6,,,,2.664,-70.39,-62154156,,46412871,-0.93,,,-,,,,,1546214400,-,,,1,,,1569801600,-40623000,1609372800,,4,0.5692308,,0,,117252000,,,-,,,,,,-0.34,,
ITE,0.36768448,0.20719647,,,0.278542,,0.693,,,0.593,13.101,1.596,886735872,,27603529,0.5,,,-,,,,,1546214400,2000-03-17,7:1,,1,,,1569801600,40801000,1609372800,,2,15.873015,,0.07343,,81416704,,,-,,,,,,0.5,,
DAT,0.8344364,0.20719647,,,0.690688,,13.605,,,,16.731,1.991,3715906560,,61726032,1.85,,,-,,,,,1577750400,-,,,1,,,1577750400,136800000,1640908800,,2,3.5428152,,0.07329,,75510496,,,-,,,,,,1.95,,
SRBANK,0.023012638,0.20719647,,,0.482591,,92.486,,,-0.065,,22.417,139950555136,,174263313,9.46,,,-,,,,,1546214400,2007-10-29,2:1,,1,,,1569801600,3140000000,1609372800,,2,1.0688103,,0.50713,,255660000,,,-,,,,,,12.346,,
BMA,0.051428556,0.20719647,,,0.331174,,120.319,,,0.121,5.855,0.493,893062016,,371149,,,,-,,,,,1546214400,-,,,1,,,1569801600,61985000,1609372800,,2,0.764634,,0.03422,,6983320,,,-,,,,,,8.769,,
PARB,0.2525015,0.20719647,,,0.846963,,46.634,,,0.406,,12.242,8111588864,,51856527,5.72,,,-,,,,,1577750400,-,,,1,,,1577750400,397628992,1640908800,,2,0.9799717,,0.60012,,69851696,,,-,,,,,,5.57,,
HAVI,-0.19473684,0.20719647,,,1.423481,,-40.465,,,,18.492,6.25,4317725184,,10414495,-2,,,-,,,,,1546214400,2018-01-04,1:100,,1,,,1569801600,-1084418944,1609372800,,4,,,-1.5698301,,23776300,,,-,,,,,,-45.601,,
HBC,2.137255,0.20719647,,,0.617813,,0.448,,,,-55.945,36.695,2609329152,,170057460,,,,-,,,,,1546214400,-,,,1,,,1569801600,-79228000,1609372800,,2,17.455357,,-1.11418,,325815008,,,-,,,,,,-0.27,,
