ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AASB-ME,7630,Financial Services,29,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Ãsen,47 74 08 63 00,Norway,[],http://aasen-sparebank.no,1,Stasjonsvegen 1,47 74 08 63 01,Banks—Regional,129,129,115.95588,0.062015504,0.67620003,,129,,8,,129,120,8,129,,8,,,,8,1583798400,0.424755,,,129,2,NOK,3.1209173,0,,,,130794392,,,49,1.191629,129,129,,,0,153,,,,105,127,False,0.062,,129,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,6.557,,0.38182,,0.11206901,,,,1013910,,,501.01,,,,1577750400,0,41909000,41.334,,0.13990307,0.25747988,0,1640908800,1593475200,,,553343,719709760,,,,,,0.343,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,,,,,,
2020,HM11,Industrials,4,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,441 542 9329,Bermuda,[],http://www.2020bulkers.com,1,S.E. Pearman Building,,Marine Shipping,58.4,58,52.563236,0.0028253426,0.8163,,58.6,,10531,,58.4,58.535294,0.165,58,,10531,,,,3.25,1599782400,1.095959,,,57.4,2,NOK,277.8846,3408,,,,1281478016,,,19717,46.262745,57.4,58.2,,,3408,93.8,,,,39,57.8,False,0.0557,,58.6,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,2020.OL,finmb_544117951,no_market,,55.349,,0.16968,,-0.29638553,,,,22170900,,,6.22,,,,1577750400,0.19871001,4700000,0.208,,0.13990307,9.292604,0.57717997,1640908800,1593475200,,,6990487,1533180928,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,2nd Floor 9 Par-la-Ville Road,,,,,
ADE,0159,Communication Services,3564,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,47 23 10 66 00,Norway,[],http://www.adevinta.com,1,Grensen 5,,Internet Content & Information,162.2,162.3,116.235664,,0,,162.6,,390126,,162.2,157.72353,,162.3,,390126,,,,,,,,,158.5,2,NOK,,92475,,,,111084298240,,,748086,,158.5,162.3,,,92475,169.5,,,,66.7,162.2,False,,,162.6,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.5596154,,,,684860032,,,,,,,1577750400,0.20231001,,,,0.13990307,,0.66005,1640908800,1593475200,,,227972750,102835003392,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,,,,,,
AKER,1366,Energy,21865,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1,OksenOeyveien 10,47 24 13 01 01,Oil & Gas Equipment & Services,405.8,405,332.23972,0.02895515,0,,405.2,,104160,,405.8,405.4,11.75,405,,104160,,,,11.75,1595289600,1.686746,,,396.2,2,NOK,,31037,,,,29872990208,,,114518,0.6341519,396.2,399.2,,111700,31037,566,15.192381,,,182.2,398.4,False,0.029000001,108400,405.2,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKER.OL,finmb_12074458,no_market,,1.89,,-0.08871,34.834,-0.15352523,,26.25,,74272800,,,251.432,,,,1577750400,0.19775999,-4124000000,-56.266,,0.13990307,1.5861146,0.70268,1640908800,1593475200,,,67696448,89036824576,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,,,,,,
AKERBP,1366,Energy,1703,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,47 51 35 30 00,Norway,[],http://www.akerbp.com,1,Building B,,Oil & Gas E&P,149.2,149.3,164.40662,0.01225201,,,149.3,,786109,,149.2,168.26912,1.828,149.3,,786109,,,,7.41,1596153600,1.674096,,,144.6,2,NOK,,334555,,,,52679380992,,,773761,17.194435,144.6,146.7,,0,334555,297.9,86.29411,,,89.42,146.6,False,0.050100002,0,149.3,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKERBP.OL,finmb_9048461,no_market,,18.774,,-0.031630002,26.251,-0.38752055,,1.7,,359096000,,,5.317,,,,1577750400,0.16023001,-96917000,-0.269,,0.13990307,27.590746,0.70299006,1640908800,1593475200,,,105960265,57517871104,,1261526400,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,Fornebuporten OksenOeyveien 10 Lysaker,,,,,
ABT,1366,Healthcare,,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1,Fornebuveien 37,,Biotechnology,6.3,6.3,4.0663238,0.15873015,0,,6.3,,102155,,6.3,6.1332355,1,6.3,,102155,,,,,1496880000,1.357228,,,6.1,2,NOK,,35577,,,,95971248,,,130945,108.8371,6.1,6.25,,320000,35577,9.2,-11.574074,,,1.25,6.2,False,,330000,6.3,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ABT.OL,finmb_39453852,no_market,,108.69,,0,-7.946,2.118812,,-0.54,,15355400,,,0.06,,,,1577750400,0.02359,-10915715,-0.75,,0.13990307,104.16667,0.80484,1640908800,1593475200,,,4000628,95841648,,1309132800,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,
AKSO,1366,Energy,13000,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; and lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,47 67 51 30 00,Norway,[],http://akersolutions.com,1,OksenÃ¸yveien 8,47 67 82 69 50,Oil & Gas Equipment & Services,9.2,9.2,9.004335,0.1576087,0,,9.215,,4040776,,9.2,10.715882,1.45,9.2,,4040776,,,,,1428624000,2.065662,,,8.7,2,NOK,,1013641,,,,2459724544,,,5076726,0.09333755,8.7,9.045,,58500,1013641,26.18,3.8819745,,,4.362,9.025,False,,156700,9.215,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.393,,-0.03779,16.323,-0.6166667,,2.33,,271943008,,,24.02,,,,1577750400,0.26966998,-996000000,-3.667,,0.13990307,0.3765612,0.46942002,1640908800,1593475200,,,130222507,10348873728,,1175212800,1:5,,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,,,,,,
ADSC-ME,4532,Industrials,,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,357 2 5335501,Cyprus,[],http://www.adscrude.com,1,OSM House,,Marine Shipping,14.75,14.55,20.419117,,0.56060004,,14.55,,75886,,14.75,16.577942,,14.55,,75886,,,,5.44,1598918400,,,,14.25,2,NOK,,121396,,,,340328864,,,89171,,14.25,14.8,,,121396,33.4,,,,13.1,14.55,False,0.35099998,,14.55,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0,,-0.2769608,,,,23390300,,,,,,,,0.09734,,,,0.13990307,,0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,22 Amathountos Agios Tychonas,,,,,
ASC,0250,Financial Services,275,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1,Munkedamsveien 45 East,,Capital Markets,5.13,5.2,4.0404043,0.04288499,0.8062,,5.2,,376862,,5.13,4.6782355,0.22,5.2,,376862,,,,0.22,1588118400,0.935542,,,5.04,2,NOK,11.067538,662529,,,,2242230784,,,282950,1.5864654,5.04,5.08,,185000,662529,5.29,11.813953,,10.56,2.69,5.07,False,0.0429,340000,5.2,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASC.OL,finmb_2972520,no_market,,1.285,,0.17288,,0.53134334,,0.43,,441384000,,,1.493,,,,1577750400,0.19143,244343008,0.459,,0.13990307,3.402545,0.18238,1640908800,1593475200,,,343255421,1815911296,,,,,,0.229,,,,,,,,https://logo.clearbit.com/abgsc.com,7th floor,,,,,
AOW-ME,1366,Energy,30,"Aker Offshore Wind Holding AS engages in the development of deep-water wind power production. It has a portfolio of development projects and prospects in Europe, North America, and Asia. The company is based in Lysaker, Norway. Aker Offshore Wind Holding AS(OB:AOW-ME) operates independently of Aker Solutions ASA as of August 26, 2020.",Lysaker,47 67 51 30 00,Norway,[],http://www.akeroffshorewind.com,1,OksenÃ¸yveien 8,,Oil & Gas Equipment & Services,5.1,5,3.7729774,,,,5,,17489580,,5.1,3.7729774,,5,,17489580,,,,,,,,,4.55,4,NOK,,7117649,,,,2913496064,,,12445152,,4.55,4.771,,,7117649,6.599,,,,1.99,4.7505,False,,,5,OSL,AKER OFFSHORE WIND,Aker Offshore Wind Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,AOW-ME.OL,finmb_677430128,no_market,,,,0,,0.49560106,,,,612078976,,,0.494,,,,,,,,,0.13990307,9.635629,,,1596153600,,,,3464366080,,,,,,,,,,,,,,https://logo.clearbit.com/akeroffshorewind.com,,,,,,
